1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES,,,,,,,,,,,,,,,,,
163,Arizona,AZ,7,n/a,,,,,District Votes:,,"47,138",,,,"196,489",,,,,,,,,,,,,,,,,,,,,,,
164,Arizona,AZ,8,H6AZ08038,(I),Gabrielle,Giffords,"Giffords, Gabrielle",,D,"46,223",100.00%,,,"179,629",54.72%,,,,,,,,,,,,,,,,,,,,,,
165,Arizona,AZ,8,n/a,,,,,Party Votes:,D,"46,223",,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Arizona,AZ,8,H8AZ08018,,Tim,Bee,"Bee, Tim",,R,"52,671",100.00%,,,"140,553",42.82%,,,,,,,,,,,,,,,,,,,,,,
167,Arizona,AZ,8,n/a,,,,,Party Votes:,R,"52,671",,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Arizona,AZ,8,H8AZ08042,,Paul,Davis,"Davis, Paul",,W(LBT)/W,40,100.00%,,,"8,081",2.46%,,,,,,,,,,,,,,,,,,,,,,
169,Arizona,AZ,8,n/a,,,,,Party Votes:,LBT,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Arizona,AZ,8,H6AZ08160,,Paul,Price,"Price, Paul",,W,n/a,n/a,,,3,0.00%,,,,,,,,,,,,,,,,,,,,,,
171,Arizona,AZ,8,n/a,,,,,District Votes:,,"98,934",,,,"328,266",,,,,,,,,,,,,,,,,,,,,,,
172,Arizona,AZ,H,n/a,,,,,Total House Votes:,,"574,949",,,,"2,155,694",,,,,,,,,,,,,,,,,,,,,,,
173,Arkansas,AR,1,H6AR01072,(I),Marion,Berry,"Berry, Marion",,D,Unopposed,,,,Unopposed,,,,,,,,,,,,,,,,,,,,,,,
174,Arkansas,AR,,n/a,,,,,District Votes:,,n/a,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
175,Arkansas,AR,2,H6AR02203,(I),Vic,Snyder,"Snyder, Vic",,D,Unopposed,,,,"212,303",76.54%,,,,,,,,,,,,,,,,,,,,,,
176,Arkansas,AR,2,H8AR02100,,Deb,McFarland,"McFarland, Deb",,GRE,,,,,"64,398",23.22%,,,,,,,,,,,,,,,,,,,,,,
177,Arkansas,AR,2,H8AR02118,,Danial,Suits,"Suits, Danial",,W,,,,,665,0.24%,,,,,,,,,,,,,,,,,,,,,,
178,Arkansas,AR,2,n/a,,,,,District Votes:,,,,,,"277,366",,,,,,,,,,,,,,,,,,,,,,,
179,Arkansas,AR,3,H2AR03176,(I),John,Boozman,"Boozman, John",,R,Unopposed,,,,"215,196",78.53%,,,,,,,,,,,,,,,,,,,,,,
180,Arkansas,AR,3,H8AR03058,,Abel Noah,Tomlinson,"Tomlinson, Abel Noah",,GRE,,,,,"58,850",21.47%,,,,,,,,,,,,,,,,,,,,,,
181,Arkansas,AR,3,n/a,,,,,District Votes:,,,,,,"274,046",,,,,,,,,,,,,,,,,,,,,,,
182,Arkansas,AR,4,H0AR04038,(I),Mike,Ross,"Ross, Mike",,D,Unopposed,,,,"203,178",86.17%,,,,,,,,,,,,,,,,,,,,,,
183,Arkansas,AR,4,H8AR04098,,Joshua,Drake,"Drake, Joshua",,GRE,,,,,"32,603",13.83%,,,,,,,,,,,,,,,,,,,,,,
184,Arkansas,AR,4,n/a,,,,,District Votes:,,,,,,"235,781",,,,,,,,,,,,,,,,,,,,,,,
185,Arkansas,AR,H,n/a,,,,,Total House Votes:,,,,,,"787,193",,,,,,,,,,,,,,,,,,,,,,,
186,Arkansas,AR,S,S0AR00028,(I),Mark,Pryor,"Pryor, Mark",,D,Unopposed,,,,"804,678",79.53%,,,,,,,,,,,,,,,,,,,,,,
187,Arkansas,AR,S,S8AR00179,,Rebekah,Kennedy,"Kennedy, Rebekah",,GRE,n/a,,,,"207,076",20.47%,,,,,,,,,,,,,,,,,,,,,,
188,Arkansas,AR,S,n/a,,,,,Total Senate Votes:,,,,,,"1,011,754",,,,,,,,,,,,,,,,,,,,,,,
189,California,CA,1,H8CA01109,(I),Mike,Thompson,"Thompson, Mike",,D,"69,622",87.71%,,,"197,812",68.10%,,,,,,,,,,,,,,,,,,,,,,
190,California,CA,1,H8CA01166,,Mitchell,Clogg,"Clogg, Mitchell",,D,"9,752",12.29%,,,,,,,,,,,,,,,,,,,,,,,,,,
191,California,CA,1,n/a,,,,,Party Votes:,D,"79,374",,,,,,,,,,,,,,,,,,,,,,,,,,,
192,California,CA,1,H8CA01174,,Zane,Starkewolf,"Starkewolf, Zane",,R,"18,346",54.00%,,,"67,853",23.36%,,,,,,,,,,,,,,,,,,,,,,
193,California,CA,1,H8CA01158,,Douglas,Pharr,"Pharr, Douglas",,R,"15,628",46.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
194,California,CA,1,n/a,,,,,Party Votes:,R,"33,974",,,,,,,,,,,,,,,,,,,,,,,,,,,
195,California,CA,1,H8CA01182,,Carol,Wolman,"Wolman, Carol",,GRE,"2,101",100.00%,,,"24,793",8.54%,,,,,,,,,,,,,,,,,,,,,,
196,California,CA,1,n/a,,,,,Party Votes:,GRE,"2,101",,,,,,,,,,,,,,,,,,,,,,,,,,,
197,California,CA,1,n/a,,Pamela,Elizondo,"Elizondo, Pamela",,W,,,,,14,0.00%,,,,,,,,,,,,,,,,,,,,,,
198,California,CA,1,n/a,,,,,District Votes:,,"115,449",,,,"290,472",,,,,,,,,,,,,,,,,,,,,,,
199,California,CA,2,H8CA02010,(I),Wally,Herger,"Herger, Wally",,R,"62,394",100.00%,,,"163,459",57.89%,,,,,,,,,,,,,,,,,,,,,,
200,California,CA,2,n/a,,,,,Party Votes:,R,"62,394",,,,,,,,,,,,,,,,,,,,,,,,,,,
201,California,CA,2,H8CA02073,,Jeff,Morris,"Morris, Jeff",,D,"14,750",34.66%,,,"118,878",42.11%,,,,,,,,,,,,,,,,,,,,,,
202,California,CA,2,H4CA02072,,Arjinderpal,Sekhon,"Sekhon, Arjinderpal",,D,"14,340",33.69%,,,,,,,,,,,,,,,,,,,,,,,,,,
203,California,CA,2,H8CA00085,,John,Jacobson,"Jacobson, John",,D,"13,470",31.65%,,,,,,,,,,,,,,,,,,,,,,,,,,
204,California,CA,2,n/a,,,,,Party Votes:,D,"42,560",,,,,,,,,,,,,,,,,,,,,,,,,,,
205,California,CA,2,n/a,,,,,District Votes:,,"104,954",,,,"282,337",,,,,,,,,,,,,,,,,,,,,,,
206,California,CA,3,H6CA34112,(I),Dan,Lungren,"Lungren, Dan",,R,"50,532",100.00%,,,"155,424",49.49%,,,,,,,,,,,,,,,,,,,,,,
207,California,CA,3,n/a,,,,,Party Votes:,R,"50,532",,,,,,,,,,,,,,,,,,,,,,,,,,,
208,California,CA,3,H6CA03091,,William,Durston,"Durston, William",,D,"37,318",100.00%,,,"137,971",43.93%,,,,,,,,,,,,,,,,,,,,,,
209,California,CA,3,n/a,,,,,Party Votes:,D,"37,318",,,,,,,,,,,,,,,,,,,,,,,,,,,
210,California,CA,3,H8CA03162,,Dina J.,Padilla,"Padilla, Dina J.",,PAF,83,100.00%,,,"13,378",4.26%,,,,,,,,,,,,,,,,,,,,,,
211,California,CA,3,n/a,,,,,Party Votes:,PAF,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,California,CA,3,H8CA03154,,Douglas Arthur,Tuma,"Tuma, Douglas Arthur",,LBT,347,100.00%,,,"7,273",2.32%,,,,,,,,,,,,,,,,,,,,,,
213,California,CA,3,n/a,,,,,Party Votes:,LBT,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,California,CA,3,n/a,,,,,District Votes:,,"88,280",,,,"314,046",,,,,,,,,,,,,,,,,,,,,,,
215,California,CA,4,H8CA04152,,Tom,McClintock,"McClintock, Tom",,R,"51,665",53.46%,,,"185,790",50.24%,,,,,,,,,,,,,,,,,,,,,,
216,California,CA,4,H8CA03105,,Doug,Ose,"Ose, Doug",,R,"37,802",39.12%,,,,,,,,,,,,,,,,,,,,,,,,,,
217,California,CA,4,H8CA04160,,Suzanne,Jones,"Jones, Suzanne",,R,"4,920",5.09%,,,,,,,,,,,,,,,,,,,,,,,,,,
218,California,CA,4,H8CA04145,,Theodore,Terbolizard,"Terbolizard, Theodore",,R,"2,249",2.33%,,,,,,,,,,,,,,,,,,,,,,,,,,
219,California,CA,4,n/a,,,,,Party Votes:,R,"96,636",,,,,,,,,,,,,,,,,,,,,,,,,,,
220,California,CA,4,H6CA04123,,Charlie,Brown,"Brown, Charlie",,D,"51,028",87.99%,,,"183,990",49.76%,,,,,,,,,,,,,,,,,,,,,,
221,California,CA,4,H8CA04178,,John,Wolfgram,"Wolfgram, John",,D,"6,962",12.01%,,,,,,,,,,,,,,,,,,,,,,,,,,
222,California,CA,4,n/a,,,,,Party Votes:,D,"57,990",,,,,,,,,,,,,,,,,,,,,,,,,,,
223,California,CA,4,n/a,,,,,District Votes:,,"154,626",,,,"369,780",,,,,,,,,,,,,,,,,,,,,,,
224,California,CA,5,H6CA05195,(I),Doris,Matsui,"Matsui, Doris",,D,"51,006",100.00%,,,"164,242",74.27%,,,,,,,,,,,,,,,,,,,,,,
225,California,CA,5,n/a,,,,,Party Votes:,D,"51,006",,,,,,,,,,,,,,,,,,,,,,,,,,,
226,California,CA,5,H8CA05159,,Paul A.,Smith,"Smith, Paul A.",,R,"18,232",100.00%,,,"46,002",20.80%,,,,,,,,,,,,,,,,,,,,,,
227,California,CA,5,n/a,,,,,Party Votes:,R,"18,232",,,,,,,,,,,,,,,,,,,,,,,,,,,
228,California,CA,5,H8CA05175,,L. R.,Roberts,"Roberts, L. R.",,PAF,172,100.00%,,,"10,731",4.85%,,,,,,,,,,,,,,,,,,,,,,
229,California,CA,5,n/a,,,,,Party Votes:,PAF,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,California,CA,5,H8CA05167,,David B.,Lynch,"Lynch, David B.",,W,,,,,180,0.08%,,,,,,,,,,,,,,,,,,,,,,
231,California,CA,5,n/a,,,,,District Votes:,,"69,410",,,,"221,155",,,,,,,,,,,,,,,,,,,,,,,
232,California,CA,6,H2CA01045,(I),Lynn,Woolsey,"Woolsey, Lynn",,D,"88,969",99.97%,,,"229,672",71.69%,,,,,,,,,,,,,,,,,,,,,,
233,California,CA,6,H8CA06074,,Edward K.,Newman,"Newman, Edward K.",,W(D),26,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,
234,California,CA,6,n/a,,,,,Party Votes:,D,"88,995",,,,,,,,,,,,,,,,,,,,,,,,,,,
235,California,CA,6,H6CA06193,,Michael,Halliwell,"Halliwell, Michael",,R,"29,527",100.00%,,,"77,073",24.06%,,,,,,,,,,,,,,,,,,,,,,
236,California,CA,6,n/a,,,,,Party Votes:,R,"29,527",,,,,,,,,,,,,,,,,,,,,,,,,,,
237,California,CA,6,H8CA06066,,Joel R.,Smolen,"Smolen, Joel R.",,LBT,515,100.00%,,,"13,617",4.25%,,,,,,,,,,,,,,,,,,,,,,
238,California,CA,6,n/a,,,,,Party Votes:,LBT,515,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,California,CA,6,n/a,,,,,District Votes:,,"119,037",,,,"320,362",,,,,,,,,,,,,,,,,,,,,,,
240,California,CA,7,H6CA07043,(I),George,Miller,"Miller, George",,D,"49,260",100.00%,,,"170,962",72.82%,,,,,,,,,,,,,,,,,,,,,,
241,California,CA,7,n/a,,,,,Party Votes:,D,"49,260",,,,,,,,,,,,,,,,,,,,,,,,,,,
242,California,CA,7,H8CA07049,,Roger Allen,Petersen,"Petersen, Roger Allen",,R,"9,658",55.77%,,,"51,166",21.79%,,,,,,,,,,,,,,,,,,,,,,
243,California,CA,7,H8CA07031,,Virginia,Fuller-Kendall,"Fuller-Kendall, Virginia",,R,"7,660",44.23%,,,,,,,,,,,,,,,,,,,,,,,,,,
244,California,CA,7,n/a,,,,,Party Votes:,R,"17,318",,,,,,,,,,,,,,,,,,,,,,,,,,,
245,California,CA,7,H4CA07030,,Bill,Callison,"Callison, Bill",,PAF,80,100.00%,,,"6,695",2.85%,,,,,,,,,,,,,,,,,,,,,,
246,California,CA,7,n/a,,,,,Party Votes:,PAF,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,California,CA,7,H6CA07118,,Camden,McConnell,"McConnell, Camden",,LBT,237,100.00%,,,"5,950",2.53%,,,,,,,,,,,,,,,,,,,,,,
248,California,CA,7,n/a,,,,,Party Votes:,LBT,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,California,CA,7,n/a,,,,,District Votes:,,"66,895",,,,"234,773",,,,,,,,,,,,,,,,,,,,,,,
250,California,CA,8,H8CA05035,(I),Nancy,Pelosi,"Pelosi, Nancy",,D,"83,510",89.21%,,,"204,996",71.87%,,,,,,,,,,,,,,,,,,,,,,
251,California,CA,8,H8CA08070,,Shirley,Golub,"Golub, Shirley",,D,"10,105",10.79%,,,,,,,,,,,,,,,,,,,,,,,,,,
252,California,CA,8,n/a,,,,,Party Votes:,D,"93,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
253,California,CA,8,H8CA08088,,Cindy,Sheehan,"Sheehan, Cindy",,I,n/a,n/a,,,"46,118",16.17%,,,,,,,,,,,,,,,,,,,,,,
254,California,CA,8,H8CA08062,,Dana,Walsh,"Walsh, Dana",,R,"7,903",100.00%,,,"27,614",9.68%,,,,,,,,,,,,,,,,,,,,,,
255,California,CA,8,n/a,,,,,Party Votes:,R,"7,903",,,,,,,,,,,,,,,,,,,,,,,,,,,
256,California,CA,8,H6CA08173,,Philip Z.,Berg,"Berg, Philip Z.",,LBT,276,100.00%,,,"6,504",2.28%,,,,,,,,,,,,,,,,,,,,,,
257,California,CA,8,n/a,,,,,Party Votes:,LBT,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,California,CA,8,n/a,,Lea,Sherman,"Sherman, Lea",,W,,,,,11,0.00%,,,,,,,,,,,,,,,,,,,,,,
259,California,CA,8,n/a,,Michelle Wong,Clay,"Clay, Michelle Wong",,W,,,,,4,0.00%,,,,,,,,,,,,,,,,,,,,,,
260,California,CA,8,n/a,,,,,District Votes:,,"101,794",,,,"285,247",,,,,,,,,,,,,,,,,,,,,,,
261,California,CA,9,H8CA09060,(I),Barbara,Lee,"Lee, Barbara",,D,"80,466",99.90%,,,"238,915",86.06%,,,,,,,,,,,,,,,,,,,,,,
262,California,CA,9,H8CA09136,,Brad,Newsham,"Newsham, Brad",,W(D),79,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,
263,California,CA,9,n/a,,,,,Party Votes:,D,"80,545",,,,,,,,,,,,,,,,,,,,,,,,,,,
264,California,CA,9,H8CA09128,,Charles,Hargrave,"Hargrave, Charles",,R,"7,893",100.00%,,,"26,917",9.70%,,,,,,,,,,,,,,,,,,,,,,
265,California,CA,9,n/a,,,,,Party Votes:,R,"7,893",,,,,,,,,,,,,,,,,,,,,,,,,,,
266,California,CA,9,H2CA09097,,James M.,Eyer,"Eyer, James M.",,LBT,225,100.00%,,,"11,704",4.22%,,,,,,,,,,,,,,,,,,,,,,
267,California,CA,9,n/a,,,,,Party Votes:,LBT,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,California,CA,9,n/a,,David,Heller,"Heller, David",,W,,,,,37,0.01%,,,,,,,,,,,,,,,,,,,,,,
269,California,CA,9,n/a,,Christopher,Kula,"Kula, Christopher",,W,,,,,27,0.01%,,,,,,,,,,,,,,,,,,,,,,
270,California,CA,9,n/a,,,,,District Votes:,,"88,663",,,,"277,600",,,,,,,,,,,,,,,,,,,,,,,
271,California,CA,10,H6CA10088,(I),Ellen O.,Tauscher,"Tauscher, Ellen O.",,D,"55,427",100.00%,,,"192,226",65.12%,,,,,,,,,,,,,,,,,,,,,,
272,California,CA,10,n/a,,,,,Party Votes:,D,"55,427",,,,,,,,,,,,,,,,,,,,,,,,,,,
273,California,CA,10,H8CA10084,,Nicholas,Gerber,"Gerber, Nicholas",,R,"30,324",100.00%,,,"91,877",31.13%,,,,,,,,,,,,,,,,,,,,,,
274,California,CA,10,n/a,,,,,Party Votes:,R,"30,324",,,,,,,,,,,,,,,,,,,,,,,,,,,
275,California,CA,10,H8CA10092,,Eugene E.,Ruyle,"Ruyle, Eugene E.",,PAF,63,100.00%,,,"11,062",3.75%,,,,,,,,,,,,,,,,,,,,,,
276,California,CA,10,n/a,,,,,Party Votes:,PAF,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,California,CA,10,n/a,,,,,District Votes:,,"85,814",,,,"295,165",,,,,,,,,,,,,,,,,,,,,,,
278,California,CA,11,H4CA11081,(I),Jerry,McNerney,"McNerney, Jerry",,D,"40,403",100.00%,,,"164,500",55.27%,,,,,,,,,,,,,,,,,,,,,,
279,California,CA,11,n/a,,,,,Party Votes:,D,"40,403",,,,,,,,,,,,,,,,,,,,,,,,,,,
280,California,CA,11,H8CA11082,,Dean,Andal,"Andal, Dean",,R,"41,879",100.00%,,,"133,104",44.72%,,,,,,,,,,,,,,,,,,,,,,
281,California,CA,11,n/a,,,,,Party Votes:,R,"41,879",,,,,,,,,,,,,,,,,,,,,,,,,,,
282,California,CA,11,n/a,,David,Christensen,"Christensen, David",,W,,,,,12,0.00%,,,,,,,,,,,,,,,,,,,,,,
283,California,CA,11,n/a,,,,,District Votes:,,"82,282",,,,"297,616",,,,,,,,,,,,,,,,,,,,,,,
284,California,CA,12,H8CA12171,(I),Jackie,Speier,"Speier, Jackie",,D,"60,393",89.52%,,,"200,442",75.11%,,,,,,,,,,,,,,,,,,,,,,
285,California,CA,12,H8CA12189,,Michelle,McMurry,"McMurry, Michelle",,D,"3,827",5.67%,,,,,,,,,,,,,,,,,,,,,,,,,,
286,California,CA,12,H8CA12205,,Frank,Wade,"Wade, Frank",,D,"1,652",2.45%,,,,,,,,,,,,,,,,,,,,,,,,,,
287,California,CA,12,H6CA12159,,Robert,Barrows,"Barrows, Robert",,D,"1,594",2.36%,,,,,,,,,,,,,,,,,,,,,,,,,,
288,California,CA,12,n/a,,,,,Party Votes:,D,"67,466",,,,,,,,,,,,,,,,,,,,,,,,,,,
289,California,CA,12,H8CA12197,,Greg,Conlon,"Conlon, Greg",,R,"12,060",64.99%,,,"49,258",18.46%,,,,,,,,,,,,,,,,,,,,,,
290,California,CA,12,H8CA12148,,Michael,Moloney,"Moloney, Michael",,R,"6,498",35.01%,,,,,,,,,,,,,,,,,,,,,,,,,,
291,California,CA,12,n/a,,,,,Party Votes:,R,"18,558",,,,,,,,,,,,,,,,,,,,,,,,,,,
292,California,CA,12,H8CA12221,,Nathalie,Hrizi,"Hrizi, Nathalie",,PAF,90,100.00%,,,"5,793",2.17%,,,,,,,,,,,,,,,,,,,,,,
293,California,CA,12,n/a,,,,,Party Votes:,PAF,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,California,CA,12,H4CA12089,,Barry,Hermanson,"Hermanson, Barry",,GRE,633,100.00%,,,"5,776",2.16%,,,,,,,,,,,,,,,,,,,,,,
295,California,CA,12,n/a,,,,,Party Votes:,GRE,633,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,California,CA,12,H8CA12213,,Kevin Dempsey,Peterson,"Peterson, Kevin Dempsey",,LBT,230,100.00%,,,"5,584",2.09%,,,,,,,,,,,,,,,,,,,,,,
297,California,CA,12,n/a,,,,,Party Votes:,LBT,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,California,CA,12,n/a,,,,,District Votes:,,"86,977",,,,"266,853",,,,,,,,,,,,,,,,,,,,,,,
299,California,CA,13,H6CA09023,(I),Fortney,Stark,"Stark, Fortney",,D,"42,897",100.00%,,,"166,829",76.43%,,,,,,,,,,,,,,,,,,,,,,
300,California,CA,13,n/a,,,,,Party Votes:,D,"42,897",,,,,,,,,,,,,,,,,,,,,,,,,,,
301,California,CA,13,H8CA13088,,Raymond,Chui,"Chui, Raymond",,R,"12,706",100.00%,,,"51,447",23.57%,,,,,,,,,,,,,,,,,,,,,,
302,California,CA,13,n/a,,,,,Party Votes:,R,"12,706",,,,,,,,,,,,,,,,,,,,,,,,,,,
303,California,CA,13,n/a,,,,,District Votes:,,"55,603",,,,"218,276",,,,,,,,,,,,,,,,,,,,,,,
304,California,CA,14,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,D,"60,856",100.00%,,,"190,301",69.77%,,,,,,,,,,,,,,,,,,,,,,
305,California,CA,14,n/a,,,,,Party Votes:,D,"60,856",,,,,,,,,,,,,,,,,,,,,,,,,,,
306,California,CA,14,H8CA14169,,Ronny,Santana,"Santana, Ronny",,R,"22,812",100.00%,,,"60,610",22.22%,,,,,,,,,,,,,,,,,,,,,,
307,California,CA,14,n/a,,,,,Party Votes:,R,"22,812",,,,,,,,,,,,,,,,,,,,,,,,,,,
308,California,CA,14,H4CA14085,,Brian,Holtz,"Holtz, Brian",,LBT,524,100.00%,,,"11,929",4.37%,,,,,,,,,,,,,,,,,,,,,,
309,California,CA,14,n/a,,,,,Party Votes:,LBT,524,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,California,CA,14,H6CA14098,,Carol,Brouillet,"Brouillet, Carol",,GRE,784,100.00%,,,"9,926",3.64%,,,,,,,,,,,,,,,,,,,,,,
311,California,CA,14,n/a,,,,,Party Votes:,GRE,784,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,California,CA,14,n/a,,,,,District Votes:,,"84,976",,,,"272,766",,,,,,,,,,,,,,,,,,,,,,,
313,California,CA,15,H0CA15148,(I),Mike,Honda,"Honda, Mike",,D,"46,652",100.00%,,,"170,977",71.66%,,,,,,,,,,,,,,,,,,,,,,
314,California,CA,15,n/a,,,,,Party Votes:,D,"46,652",,,,,,,,,,,,,,,,,,,,,,,,,,,
315,California,CA,15,H8CA15083,,Joyce Stoer,Cordi,"Cordi, Joyce Stoer",,R,"19,750",100.00%,,,"55,489",23.26%,,,,,,,,,,,,,,,,,,,,,,
316,California,CA,15,n/a,,,,,Party Votes:,R,"19,750",,,,,,,,,,,,,,,,,,,,,,,,,,,
317,California,CA,15,H8CA15091,,Peter,Myers,"Myers, Peter",,GRE,326,100.00%,,,"12,123",5.08%,,,,,,,,,,,,,,,,,,,,,,
318,California,CA,15,n/a,,,,,Party Votes:,GRE,326,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,California,CA,15,n/a,,,,,District Votes:,,"66,728",,,,"238,589",,,,,,,,,,,,,,,,,,,,,,,
320,California,CA,16,H4CA16049,(I),Zoe,Lofgren,"Lofgren, Zoe",,D,"39,616",100.00%,,,"146,481",71.34%,,,,,,,,,,,,,,,,,,,,,,
321,California,CA,16,n/a,,,,,Party Votes:,D,"39,616",,,,,,,,,,,,,,,,,,,,,,,,,,,
322,California,CA,16,H6CA16127,,Charel,Winston,"Winston, Charel",,R,"16,836",100.00%,,,"49,399",24.06%,,,,,,,,,,,,,,,,,,,,,,
323,California,CA,16,n/a,,,,,Party Votes:,R,"16,836",,,,,,,,,,,,,,,,,,,,,,,,,,,
324,California,CA,16,H8CA16057,,Steven,Wells,"Wells, Steven",,LBT,255,100.00%,,,"9,447",4.60%,,,,,,,,,,,,,,,,,,,,,,
325,California,CA,16,n/a,,,,,Party Votes:,LBT,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,California,CA,16,n/a,,,,,District Votes:,,"56,707",,,,"205,327",,,,,,,,,,,,,,,,,,,,,,,
327,California,CA,17,H4CA17021,(I),Sam,Farr,"Farr, Sam",,D,"53,057",100.00%,,,"168,907",73.88%,,,,,,,,,,,,,,,,,,,,,,
328,California,CA,17,n/a,,,,,Party Votes:,D,"53,057",,,,,,,,,,,,,,,,,,,,,,,,,,,
329,California,CA,17,H8CA17089,,Jeff,Taylor,"Taylor, Jeff",,R,"23,188",100.00%,,,"59,037",25.82%,,,,,,,,,,,,,,,,,,,,,,
330,California,CA,17,n/a,,,,,Party Votes:,R,"23,188",,,,,,,,,,,,,,,,,,,,,,,,,,,
331,California,CA,17,n/a,,Peter,Andresen,"Andresen, Peter",,W,,,,,682,0.30%,,,,,,,,,,,,,,,,,,,,,,
332,California,CA,17,n/a,,,,,District Votes:,,"76,245",,,,"228,626",,,,,,,,,,,,,,,,,,,,,,,
333,California,CA,18,H2CA18056,(I),Dennis A.,Cardoza,"Cardoza, Dennis A.",,D,"26,392",100.00%,,,"130,192",100.00%,,,,,,,,,,,,,,,,,,,,,,
334,California,CA,18,n/a,,,,,Party Votes:,D,"26,392",,,,,,,,,,,,,,,,,,,,,,,,,,,
335,California,CA,18,n/a,,,,,District Votes:,,"26,392",,,,"130,192",,,,,,,,,,,,,,,,,,,,,,,
336,California,CA,19,H2CA19054,(I),George P.,Radanovich,"Radanovich, George P.",,R,"51,645",100.00%,,,"179,245",98.43%,,,,,,,,,,,,,,,,,,,,,,
337,California,CA,19,n/a,,,,,Party Votes:,R,"51,645",,,,,,,,,,,,,,,,,,,,,,,,,,,
338,California,CA,19,n/a,,Peter,Leinau,"Leinau, Peter",,W,,,,,"2,490",1.37%,,,,,,,,,,,,,,,,,,,,,,
339,California,CA,19,n/a,,Phil,Rockey,"Rockey, Phil",,W,,,,,366,0.20%,,,,,,,,,,,,,,,,,,,,,,
340,California,CA,19,n/a,,,,,District Votes:,,"51,645",,,,"182,101",,,,,,,,,,,,,,,,,,,,,,,
341,California,CA,20,H4CA20082,(I),Jim,Costa,"Costa, Jim",,D,"22,042",100.00%,,,"93,023",74.33%,,,,,,,,,,,,,,,,,,,,,,
342,California,CA,20,n/a,,,,,Party Votes:,D,"22,042",,,,,,,,,,,,,,,,,,,,,,,,,,,
343,California,CA,20,H6CA20137,,Jim,Lopez,"Lopez, Jim",,R,"11,257",100.00%,,,"32,118",25.67%,,,,,,,,,,,,,,,,,,,,,,
344,California,CA,20,n/a,,,,,Party Votes:,R,"11,257",,,,,,,,,,,,,,,,,,,,,,,,,,,
345,California,CA,20,n/a,,,,,District Votes:,,"33,299",,,,"125,141",,,,,,,,,,,,,,,,,,,,,,,
346,California,CA,21,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,R,"41,638",100.00%,,,"143,498",68.39%,,,,,,,,,,,,,,,,,,,,,,
347,California,CA,21,n/a,,,,,Party Votes:,R,"41,638",,,,,,,,,,,,,,,,,,,,,,,,,,,
348,California,CA,21,H8CA21107,,Larry,Johnson,"Johnson, Larry",,D,"21,738",100.00%,,,"66,317",31.61%,,,,,,,,,,,,,,,,,,,,,,
349,California,CA,21,n/a,,,,,Party Votes:,D,"21,738",,,,,,,,,,,,,,,,,,,,,,,,,,,
350,California,CA,21,n/a,,,,,District Votes:,,"63,376",,,,"209,815",,,,,,,,,,,,,,,,,,,,,,,
351,California,CA,22,H6CA22125,(I),Kevin,McCarthy,"McCarthy, Kevin",,R,"61,915",100.00%,,,"224,549",100.00%,,,,,,,,,,,,,,,,,,,,,,
352,California,CA,22,n/a,,,,,Party Votes:,R,"61,915",,,,,,,,,,,,,,,,,,,,,,,,,,,
353,California,CA,22,n/a,,,,,District Votes:,,"61,915",,,,"224,549",,,,,,,,,,,,,,,,,,,,,,,
354,California,CA,23,H8CA22089,(I),Lois,Capps,"Capps, Lois",,D,"50,385",99.68%,,,"171,403",68.07%,,,,,,,,,,,,,,,,,,,,,,
355,California,CA,23,H8CA23087,,Sandra,Marshall-Eminger,"Marshall-Eminger, Sandra",,W(D),164,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,
