#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
1885,Missouri,MO,3,H4MO03080,,Mark,Smith,"Smith, Mark",,D,"7,400",6.92%,,,,,,,
1886,Missouri,MO,3,H4MO03148,,Jo Ann,Karll,"Karll, Jo Ann",,D,"2,667",2.49%,,,,,,,
1887,Missouri,MO,3,H4MO03130,,Mike,Evans,"Evans, Mike",,D,644,0.60%,,,,,,,
1888,Missouri,MO,3,H4MO03122,,Corey,Mohn,"Mohn, Corey",,D,590,0.55%,,,,,,,
1889,Missouri,MO,3,H2MO03092,,Michael R.,Bram,"Bram, Michael R.",,D,469,0.44%,,,,,,,
1890,Missouri,MO,3,,,,,,Party Votes:,D,"107,001",,,,,,,,
1891,Missouri,MO,3,H8MO03123,,Bill,Federer,"Federer, Bill",,R,"28,427",75.21%,,,"125,422",45.13%,,,
1892,Missouri,MO,3,H4MO03114,,Joan,McGivney,"McGivney, Joan",,R,"9,371",24.79%,,,,,,,
1893,Missouri,MO,3,,,,,,Party Votes:,R,"37,798",,,,,,,,
1894,Missouri,MO,3,H4MO03155,,Kevin C.,Babcock,"Babcock, Kevin C.",,LBT,402,100.00%,,,"4,367",1.57%,,,
1895,Missouri,MO,3,,,,,,Party Votes:,LBT,402,,,,,,,,
1896,Missouri,MO,3,H4MO03163,,William J.,Renaud,"Renaud, William J.",,CON,,,,,"1,222",0.44%,,,
1897,Missouri,MO,3,,,Joseph L.,Badaracco,"Badaracco, Joseph L.",,W,,,,,11,0.00%,,,
1898,Missouri,MO,3,,,,,,District Votes:,,"145,201",,,,"277,916",,,,
1899,Missouri,MO,4,H6MO04141,(I),Ike,Skelton,"Skelton, Ike",,D,"77,219",100.00%,,,"190,800",66.20%,,,
1900,Missouri,MO,4,,,,,,Party Votes:,D,"77,219",,,,,,,,
1901,Missouri,MO,4,H0MO04078,,James A. (Jim),Noland,"Noland, James A. (Jim)",,R,"40,428",52.37%,,,"93,334",32.38%,,,
1902,Missouri,MO,4,H4MO04096,,Steve,Morrow,"Morrow, Steve",,R,"19,131",24.78%,,,,,,,
1903,Missouri,MO,4,H4MO04088,,Jeff,Parnell,"Parnell, Jeff",,R,"17,643",22.85%,,,,,,,
1904,Missouri,MO,4,,,,,,Party Votes:,R,"77,202",,,,,,,,
1905,Missouri,MO,4,H4MO04104,,Bill,Lower,"Lower, Bill",,LBT,482,100.00%,,,"2,827",0.98%,,,
1906,Missouri,MO,4,,,,,,Party Votes:,LBT,482,,,,,,,,
1907,Missouri,MO,4,H4MO04112,,Raymond,Lister,"Lister, Raymond",,CON,,,,,"1,265",0.44%,,,
1908,Missouri,MO,4,,,,,,District Votes:,,"154,903",,,,"288,226",,,,
1909,Missouri,MO,5,H4MO05234,,"Emanuel, II",Cleaver,"Cleaver, Emanuel, II",,D,"72,810",59.97%,,,"161,727",55.19%,,,
1910,Missouri,MO,5,H4MO05192,,Jamie,Metzl,"Metzl, Jamie",,D,"48,607",40.03%,,,,,,,
1911,Missouri,MO,5,,,,,,Party Votes:,D,"121,417",,,,,,,,
1912,Missouri,MO,5,H4MO05242,,Jeanne,Patterson,"Patterson, Jeanne",,R,"23,354",55.00%,,,"123,431",42.12%,,,
1913,Missouri,MO,5,H4MO05226,,Steve,Dennis,"Dennis, Steve",,R,"8,937",21.05%,,,,,,,
1914,Missouri,MO,5,H4MO05267,,Clay,Chastain,"Chastain, Clay",,R,"6,518",15.35%,,,,,,,
1915,Missouri,MO,5,H2MO05329,,Annalisa,Zapien-Pina,"Zapien-Pina, Annalisa",,R,"2,024",4.77%,,,,,,,
1916,Missouri,MO,5,H2MO05154,,Joyce P.,Lea,"Lea, Joyce P.",,R,"1,629",3.84%,,,,,,,
1917,Missouri,MO,5,,,,,,Party Votes:,R,"42,462",,,,,,,,
1918,Missouri,MO,5,H4MO05275,,Rick,Baillie,"Baillie, Rick",,LBT,579,100.00%,,,"5,827",1.99%,,,
1919,Missouri,MO,5,,,,,,Party Votes:,LBT,579,,,,,,,,
1920,Missouri,MO,5,H4MO05291,,Darin,Rodenberg,"Rodenberg, Darin",,CON,,,,,"2,040",0.70%,,,
1921,Missouri,MO,5,,,,,,District Votes:,,"164,458",,,,"293,025",,,,
1922,Missouri,MO,6,H0MO06073,(I),Sam,Graves,"Graves, Sam",,R,"69,412",100.00%,,,"196,516",63.83%,,,
1923,Missouri,MO,6,,,,,,Party Votes:,R,"69,412",,,,,,,,
1924,Missouri,MO,6,H6MO06112,,Charles S.,Broomfield,"Broomfield, Charles S.",,D,"53,548",61.99%,,,"106,987",34.75%,,,
1925,Missouri,MO,6,H2MO06103,,Jeff,Bailey,"Bailey, Jeff",,D,"32,839",38.01%,,,,,,,
1926,Missouri,MO,6,,,,,,Party Votes:,D,"86,387",,,,,,,,
1927,Missouri,MO,6,H2MO06178,,Erik,Buck,"Buck, Erik",,LBT,478,100.00%,,,"4,352",1.41%,,,
1928,Missouri,MO,6,,,,,,Party Votes:,LBT,478,,,,,,,,
1929,Missouri,MO,6,,,,,,District Votes:,,"156,277",,,,"307,855",,,,
1930,Missouri,MO,7,H6MO07128,(I),Roy,Blunt,"Blunt, Roy",,R,"111,293",100.00%,,,"210,080",70.45%,,,
1931,Missouri,MO,7,,,,,,Party Votes:,R,"111,293",,,,,,,,
1932,Missouri,MO,7,H4MO07099,,Jim,Newberry,"Newberry, Jim",,D,"23,983",47.68%,,,"84,356",28.29%,,,
1933,Missouri,MO,7,H4MO05283,,Jack,Truman,"Truman, Jack",,D,"12,915",25.68%,,,,,,,
1934,Missouri,MO,7,H4MO07073,,Doug,Burlison,"Burlison, Doug",,D,"9,656",19.20%,,,,,,,
1935,Missouri,MO,7,H0MO07097,,Ronald,Lapham,"Lapham, Ronald",,D,"3,743",7.44%,,,,,,,
1936,Missouri,MO,7,,,,,,Party Votes:,D,"50,297",,,,,,,,
1937,Missouri,MO,7,H4MO07107,,Kevin,Craig,"Craig, Kevin",,LBT,461,100.00%,,,"2,767",0.93%,,,
1938,Missouri,MO,7,,,,,,Party Votes:,LBT,461,,,,,,,,
1939,Missouri,MO,7,H4MO07115,,Steve,Alger,"Alger, Steve",,CON,,,,,"1,002",0.34%,,,
1940,Missouri,MO,7,,,,,,District Votes:,,"162,051",,,,"298,205",,,,
1941,Missouri,MO,8,H6MO08084,(I),JoAnn,Emerson,"Emerson, JoAnn",,R,"65,052",88.56%,,,"194,039",72.21%,,,
1942,Missouri,MO,8,H6MO08076,,Richard Allen,Kline,"Kline, Richard Allen",,R,"8,401",11.44%,,,,,,,
1943,Missouri,MO,8,,,,,,Party Votes:,R,"73,453",,,,,,,,
1944,Missouri,MO,8,H4MO08105,,Dean,Henderson,"Henderson, Dean",,D,"37,213",57.03%,,,"71,543",26.62%,,,
1945,Missouri,MO,8,H4MO08113,,Jerry,Cass,"Cass, Jerry",,D,"28,040",42.97%,,,,,,,
1946,Missouri,MO,8,,,,,,Party Votes:,D,"65,253",,,,,,,,
1947,Missouri,MO,8,H4MO08121,,Stan,Cuff,"Cuff, Stan",,LBT,312,100.00%,,,"1,810",0.67%,,,
1948,Missouri,MO,8,,,,,,Party Votes:,LBT,312,,,,,,,,
1949,Missouri,MO,8,H4MO08139,,Leonard J.,Davidson,"Davidson, Leonard J.",,CON,,,,,"1,319",0.49%,,,
1950,Missouri,MO,8,,,,,,District Votes:,,"139,018",,,,"268,711",,,,
1951,Missouri,MO,9,H4MO09046,(I),Kenny C.,Hulshof,"Hulshof, Kenny C.",,R,"62,956",100.00%,,,"193,429",64.60%,,,
1952,Missouri,MO,9,,,,,,Party Votes:,R,"62,956",,,,,,,,
1953,Missouri,MO,9,H4MO09053,,Linda,Jacobsen,"Jacobsen, Linda",,D,"78,059",100.00%,,,"101,343",33.84%,,,
1954,Missouri,MO,9,,,,,,Party Votes:,D,"78,059",,,,,,,,
1955,Missouri,MO,9,H6MO01212,,Tamara A.,Millay,"Millay, Tamara A.",,LBT,439,100.00%,,,"3,228",1.08%,,,
1956,Missouri,MO,9,,,,,,Party Votes:,LBT,439,,,,,,,,
1957,Missouri,MO,9,H4MO09079,,Chris,Earl,"Earl, Chris",,CON,,,,,"1,447",0.48%,,,
1958,Missouri,MO,9,,,,,,District Votes:,,"141,454",,,,"299,447",,,,
1959,Missouri,MO,H,,,,,,House Votes:,,"1,323,465",,,,"2,667,023",,,,
1960,Missouri,MO,S,S6MO00289,(I),Christopher (Kit),Bond,"Bond, Christopher (Kit)",,R,"541,998",88.08%,,,"1,518,089",56.09%,,,
1961,Missouri,MO,S,S4MO00185,,Mike,Steger,"Steger, Mike",,R,"73,354",11.92%,,,,,,,
1962,Missouri,MO,S,,,,,,Party Votes:,R,"615,352",,,,,,,,
1963,Missouri,MO,S,S4MO00169,,Nancy,Farmer,"Farmer, Nancy",,D,"544,830",73.68%,,,"1,158,261",42.80%,,,
1964,Missouri,MO,S,S4MO00151,,Charles,Berry,"Berry, Charles",,D,"143,229",19.37%,,,,,,,
1965,Missouri,MO,S,S4MO00177,,Ronald,Bonar,"Bonar, Ronald",,D,"51,375",6.95%,,,,,,,
1966,Missouri,MO,S,,,,,,Party Votes:,D,"739,434",,,,,,,,
1967,Missouri,MO,S,S4MO00193,,Kevin,Tull,"Tull, Kevin",,LBT,"3,916",100.00%,,,"19,648",0.73%,,,
1968,Missouri,MO,S,,,,,,Party Votes:,LBT,"3,916",,,,,,,,
1969,Missouri,MO,S,S4MO00201,,Don,Griffin,"Griffin, Don",,CON,,,,,"10,404",0.38%,,,
1970,Missouri,MO,S,,,,,,Senate Votes:,,"1,358,702",,,,"2,706,402",,,,
1971,Missouri,MO,,,,,,,Total State Votes:,,"2,682,167",,,,"5,373,425",,,,
1972,Montana,MT,0,H0MT00033,(I),Denny,Rehberg,"Rehberg, Denny",,R,"107,309",100.00%,,,"286,076",64.40%,,,
1973,Montana,MT,0,,,,,,Party Votes:,R,"107,309",,,,,,,,
1974,Montana,MT,0,H4MT00043,,Tracy,Velazquez,"Velazquez, Tracy",,D,"72,001",100.00%,,,"145,606",32.78%,,,
1975,Montana,MT,0,,,,,,Party Votes:,D,"72,001",,,,,,,,
1976,Montana,MT,0,H8MT01141,,Mike,Fellows,"Fellows, Mike",,LBT,,,,,"12,548",2.82%,,,
1977,Montana,MT,0,,,,,,District Votes:,,"179,310",,,,"444,230",,,,
1978,Montana,MT,H,,,,,,House Votes:,,"179,310",,,,"444,230",,,,
1979,Montana,MT,,,,,,,Total State Votes:,,"179,310",,,,"444,230",,,,
1980,Nebraska,NE,1,H4NE01064,,Jeff,Fortenberry,"Fortenberry, Jeff",,R,"18,137",39.12%,,,"143,756",54.23%,,,
1981,Nebraska,NE,1,H4NE01072,,Curt,Bromm,"Bromm, Curt",,R,"15,211",32.81%,,,,,,,
1982,Nebraska,NE,1,H4NE01098,,Greg,Ruehle,"Ruehle, Greg",,R,"9,898",21.35%,,,,,,,
1983,Nebraska,NE,1,H4NE01130,,Bob,Van Valkenburg,"Van Valkenburg, Bob",,R,"1,000",2.16%,,,,,,,
1984,Nebraska,NE,1,H4NE01114,,Daniel,Manning,"Manning, Daniel",,R,999,2.15%,,,,,,,
1985,Nebraska,NE,1,H4NE01148,,Greg,Walburn,"Walburn, Greg",,R,673,1.45%,,,,,,,
1986,Nebraska,NE,1,H4NE01122,,Andrew J.,Ringsmuth,"Ringsmuth, Andrew J.",,R,446,0.96%,,,,,,,
1987,Nebraska,NE,1,,,,,,Party Votes:,R,"46,364",,,,,,,,
1988,Nebraska,NE,1,H4NE01064,,Jeff,Fortenberry,"Fortenberry, Jeff",,N(R),598,42.96%,,,,,,,
1989,Nebraska,NE,1,H4NE01072,,Curt,Bromm,"Bromm, Curt",,N(R),497,35.70%,,,,,,,
1990,Nebraska,NE,1,H4NE01098,,Greg,Ruehle,"Ruehle, Greg",,N(R),179,12.86%,,,,,,,
1991,Nebraska,NE,1,H4NE01130,,Bob,Van Valkenburg,"Van Valkenburg, Bob",,N(R),44,3.16%,,,,,,,
1992,Nebraska,NE,1,H4NE01114,,Daniel,Manning,"Manning, Daniel",,N(R),28,2.01%,,,,,,,
1993,Nebraska,NE,1,H4NE01122,,Andrew J.,Ringsmuth,"Ringsmuth, Andrew J.",,N(R),23,1.65%,,,,,,,
1994,Nebraska,NE,1,H4NE01148,,Greg,Walburn,"Walburn, Greg",,N(R),23,1.65%,,,,,,,
1995,Nebraska,NE,1,,,,,,Party Votes:,N(R),"1,392",,,,,,,,
1996,Nebraska,NE,1,H4NE01049,,Matt,Connealy,"Connealy, Matt",,D,"14,453",50.41%,,,"113,971",43.00%,,,
1997,Nebraska,NE,1,H4NE01056,,Janet,Stewart,"Stewart, Janet",,D,"9,505",33.15%,,,,,,,
1998,Nebraska,NE,1,H4NE01106,,Charlie,Matulka,"Matulka, Charlie",,D,"2,690",9.38%,,,,,,,
1999,Nebraska,NE,1,H4NE01080,,Phil,Chase,"Chase, Phil",,D,"2,022",7.05%,,,,,,,
2000,Nebraska,NE,1,,,,,,Party Votes:,D,"28,670",,,,,,,,
2001,Nebraska,NE,1,H4NE01049,,Matt,Connealy,"Connealy, Matt",,N(D),354,42.96%,,,,,,,
2002,Nebraska,NE,1,H4NE01056,,Janet,Stewart,"Stewart, Janet",,N(D),352,42.72%,,,,,,,
2003,Nebraska,NE,1,H4NE01106,,Charlie,Matulka,"Matulka, Charlie",,N(D),60,7.28%,,,,,,,
2004,Nebraska,NE,1,H4NE01080,,Phil,Chase,"Chase, Phil",,N(D),58,7.04%,,,,,,,
2005,Nebraska,NE,1,,,,,,Party Votes:,N(D),824,,,,,,,,
2006,Nebraska,NE,1,H4NE01155,,Steven R.,Larrick,"Larrick, Steven R.",,GRN,24,100.00%,,,"7,345",2.77%,,,
2007,Nebraska,NE,1,,,,,,Party Votes:,GRN,24,,,,,,,,
2008,Nebraska,NE,1,H4NE01155,,Steven R.,Larrick,"Larrick, Steven R.",,N(GRN),45,100.00%,,,,,,,
2009,Nebraska,NE,1,,,,,,Party Votes:,N(GRN),45,,,,,,,,
2010,Nebraska,NE,1,,,,,,District Votes:,,"77,319",,,,"265,072",,,,
2011,Nebraska,NE,2,H8NE02139,(I),Lee,Terry,"Terry, Lee",,R,"23,130",100.00%,,,"152,608",61.10%,,,
2012,Nebraska,NE,2,,,,,,Party Votes:,R,"23,130",,,,,,,,
2013,Nebraska,NE,2,H8NE02139,(I),Lee,Terry,"Terry, Lee",,N(R),333,100.00%,,,,,,,
2014,Nebraska,NE,2,,,,,,Party Votes:,N(R),333,,,,,,,,
2015,Nebraska,NE,2,H4NE02062,,Nancy,Thompson,"Thompson, Nancy",,D,"18,265",100.00%,,,"90,292",36.15%,,,
2016,Nebraska,NE,2,,,,,,Party Votes:,D,"18,265",,,,,,,,
2017,Nebraska,NE,2,H4NE02062,,Nancy,Thompson,"Thompson, Nancy",,N(D),308,100.00%,,,,,,,
2018,Nebraska,NE,2,,,,,,Party Votes:,N(D),308,,,,,,,,
2019,Nebraska,NE,2,H0NE02128,,Jack,Graziano,"Graziano, Jack",,LBT,90,100.00%,,,"4,656",1.86%,,,
2020,Nebraska,NE,2,,,,,,Party Votes:,LBT,90,,,,,,,,
2021,Nebraska,NE,2,H0NE02128,,Jack,Graziano,"Graziano, Jack",,N(LBT),19,100.00%,,,,,,,
2022,Nebraska,NE,2,,,,,,Party Votes:,N(LBT),19,,,,,,,,
2023,Nebraska,NE,2,H4NE02070,,Dante,Salvatierra,"Salvatierra, Dante",,GRN,,,,,"2,208",0.88%,,,
2024,Nebraska,NE,2,,,,,,District Votes:,,"42,145",,,,"249,764",,,,
2025,Nebraska,NE,3,H0NE03159,(I),Tom,Osborne,"Osborne, Tom",,R,"58,247",100.00%,,,"218,751",87.45%,,,
2026,Nebraska,NE,3,,,,,,Party Votes:,R,"58,247",,,,,,,,
2027,Nebraska,NE,3,H0NE03159,(I),Tom,Osborne,"Osborne, Tom",,N(R),311,100.00%,,,,,,,
2028,Nebraska,NE,3,,,,,,Party Votes:,N(R),311,,,,,,,,
2029,Nebraska,NE,3,H4NE03037,,Donna J.,Anderson,"Anderson, Donna J.",,D,"19,665",100.00%,,,"26,434",10.57%,,,
2030,Nebraska,NE,3,,,,,,Party Votes:,D,"19,665",,,,,,,,
2031,Nebraska,NE,3,H4NE03037,,Donna J.,Anderson,"Anderson, Donna J.",,N(D),82,100.00%,,,,,,,
2032,Nebraska,NE,3,,,,,,Party Votes:,N(D),82,,,,,,,,
2033,Nebraska,NE,3,H4NE03045,,Joseph A.,Rosberg,"Rosberg, Joseph A.",,NB,28,66.67%,,,"3,396",1.36%,,,
2034,Nebraska,NE,3,H6NE01044,,Duane E.F.,Dufek,"Dufek, Duane E.F.",,NB,14,33.33%,,,,,,,
2035,Nebraska,NE,3,,,,,,Party Votes:,NB,42,,,,,,,,
2036,Nebraska,NE,3,H4NE03045,,Joseph A.,Rosberg,"Rosberg, Joseph A.",,N(NB),35,72.92%,,,,,,,
2037,Nebraska,NE,3,H6NE01044,,Duane E.F.,Dufek,"Dufek, Duane E.F.",,N(NB),13,27.08%,,,,,,,
2038,Nebraska,NE,3,,,,,,Party Votes:,N(NB),48,,,,,,,,
2039,Nebraska,NE,3,H4NE03052 ,,Roy,Guisinger,"Guisinger, Roy",,GRN,,,,,"1,555",0.62%,,,
2040,Nebraska,NE,3,,,,,,District Votes:,,"78,395",,,,"250,136",,,,
2041,Nebraska,NE,H,,,,,,House Votes:,,"197,859",,,,"764,972",,,,
2042,Nebraska,NE,,,,,,,Total State Votes:,,"197,859",,,,"764,972",,,,
2043,Nevada,NV,1,H8NV01071,(I),Shelley,Berkley,"Berkley, Shelley",,D,"27,765",83.17%,,,"133,569",65.98%,,,
2044,Nevada,NV,1,H4NV01096,,Ann,Reynolds,"Reynolds, Ann",,D,"3,208",9.61%,,,,,,,
2045,Nevada,NV,1,H4NV01088,,Brian,Kral,"Kral, Brian",,D,"2,412",7.22%,,,,,,,
2046,Nevada,NV,1,,,,,,Party Votes:,D,"33,385",,,,,,,,
2047,Nevada,NV,1,H4NV01112,,Russ,Mickelson,"Mickelson, Russ",,R,"11,868",63.47%,,,"63,005",31.12%,,,
2048,Nevada,NV,1,H4NV01104,,Lewis A.,Byer,"Byer, Lewis A.",,R,"4,806",25.70%,,,,,,,
2049,Nevada,NV,1,H4NV01120,,Francisco E.,Tamez,"Tamez, Francisco E.",,R,"2,026",10.83%,,,,,,,
2050,Nevada,NV,1,,,,,,Party Votes:,R,"18,700",,,,,,,,
2051,Nevada,NV,1,H4NV01138,,Jim,Duensing,"Duensing, Jim",,LBT,,,,,"5,862",2.90%,,,
2052,Nevada,NV,1,,,,,,District Votes:,,"52,085",,,,"202,436",,,,
2053,Nevada,NV,2,H6NV02032,(I),Jim,Gibbons,"Gibbons, Jim",,R,Unopposed,,,,"195,466",67.15%,,,
2054,Nevada,NV,2,H4NV02110,,Angie G.,Cochran,"Cochran, Angie G.",,D,"18,319",50.64%,,,"79,978",27.48%,,,
2055,Nevada,NV,2,H4NV02102,,David Jerome,Bennett,"Bennett, David Jerome",,D,"17,859",49.36%,,,,,,,
2056,Nevada,NV,2,,,,,,Party Votes:,D,"36,178",,,,,,,,
2057,Nevada,NV,2,H2NV02205,,Janine,Hansen,"Hansen, Janine",,IAP,,,,,"10,638",3.65%,,,
2058,Nevada,NV,2,H2NV02213,,Brendan J.,Trainor,"Trainor, Brendan J.",,LBT,,,,,"4,997",1.72%,,,
2059,Nevada,NV,2,,,,,,District Votes:,,"36,178",,,,"291,079",,,,
2060,Nevada,NV,3,H0NV01078,(I),Jon,Porter,"Porter, Jon",,R,Unopposed,,,,"162,240",54.46%,,,
2061,Nevada,NV,3,H4NV03019,,Tom,Gallagher,"Gallagher, Tom",,D,"23,349",69.50%,,,"120,365",40.40%,,,
2062,Nevada,NV,3,H4NV03043 ,,Shanna,Phillips,"Phillips, Shanna",,D,"2,573",7.66%,,,,,,,
2063,Nevada,NV,3,H4NV03035,,Anna,Nevenic,"Nevenic, Anna",,D,"2,239",6.66%,,,,,,,
2064,Nevada,NV,3,H4NV03027,,Rick,Devoe,"Devoe, Rick",,D,"2,217",6.60%,,,,,,,
2065,Nevada,NV,3,H2NV03047,,Mark,Budetich,"Budetich, Mark",,D,"1,833",5.46%,,,,,,,
2066,Nevada,NV,3,H4NV03050,,Ron,Von Felden,"Von Felden, Ron",,D,"1,383",4.12%,,,,,,,
2067,Nevada,NV,3,,,,,,Party Votes:,D,"33,594",,,,,,,,
2068,Nevada,NV,3,H4NV03076,,Joseph P.,Silvestri,"Silvestri, Joseph P.",,LBT,,,,,"9,260",3.11%,,,
2069,Nevada,NV,3,H4NV03068,,Richard Wayne,O'Dell,"O'Dell, Richard Wayne",,IAP,,,,,"6,053",2.03%,,,
2070,Nevada,NV,3,,,,,,District Votes:,,"33,594",,,,"297,918",,,,
2071,Nevada,NV,H,,,,,,House Votes:,,"121,857",,,,"791,433",,,,
2072,Nevada,NV,S,S6NV00028,(I),Harry,Reid,"Reid, Harry",,D,Unopposed,,,,"494,805",61.08%,,,
2073,Nevada,NV,S,S4NV00130,,Richard,Ziser,"Ziser, Richard",,R,"40,533",33.50%,,,"284,640",35.14%,,,
2074,Nevada,NV,S,S4NV00148,,Kenneth A.,Wegner,"Wegner, Kenneth A.",,R,"21,406",17.69%,,,,,,,
2075,Nevada,NV,S,S4NV00171,,"Robert Bob""""""ober""",Brown,"Brown, Robert Bob""""""rown""",,R,"19,553",16.16%,,,,,,,
2076,Nevada,NV,S,,,,,None of These Candidates,,R,"16,827",13.91%,,,,,,,
2077,Nevada,NV,S,S4NV00189,,Royle William,Melton,"Melton, Royle William",,R,"10,552",8.72%,,,,,,,
2078,Nevada,NV,S,S4NV00122,,Cherie M.,Tilley,"Tilley, Cherie M.",,R,"10,357",8.56%,,,,,,,
2079,Nevada,NV,S,S4NV00197,,Carlo,Poliak,"Poliak, Carlo",,R,"1,769",1.46%,,,,,,,
2080,Nevada,NV,S,,,,,,Party Votes:,R,"120,997",,,,,,,,
2081,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,,,,,,"12,968",1.60%,,,
2082,Nevada,NV,S,S4NV00213,,Thomas L.,Hurst,"Hurst, Thomas L.",,LBT,,,,,"9,559",1.18%,,,
2083,Nevada,NV,S,H4NV01120,,David K.,Schumann,"Schumann, David K.",,IAP,,,,,"6,001",0.74%,,,
2084,Nevada,NV,S,S4NV00205,,Gary,Marinch,"Marinch, Gary",,NL,,,,,"2,095",0.26%,,,
2085,Nevada,NV,S,,,,,,Senate Votes:,,"120,997",,,,"810,068",,,,
2086,Nevada,NV,,,,,,,Total State Votes:,,"242,854",,,,"1,601,501",,,,
2087,New Hampshire,NH,1,H2NH01130,(I),Jeb,Bradley,"Bradley, Jeb",,R,"27,285",89.51%,,,"204,836",63.34%,,,
2088,New Hampshire,NH,1,H0NH01183,,"R. Bob"" Tillman"""". ""Bob"" Till"""" ""Bob"" Ti""""""Bob"" T""""Bob"" T""""ob""",Bevill,"Bevill, R. Bob"" Tillman""""evill"," R. ""B""""v""",,R,"3,076",10.09%,,,,,,
2089,New Hampshire,NH,1,H4NH01193,,Justin,Nadeau,"Nadeau, Justin",,W(R),53,0.17%,,,,,,,
2090,New Hampshire,NH,1,,,,Scattered,Scattered,,W(R),41,0.13%,,,,,,,
2091,New Hampshire,NH,1,H4NH01201,,Peter J.,Duffy,"Duffy, Peter J.",,W(R),21,0.07%,,,,,,,
2092,New Hampshire,NH,1,H4NH01185,,"Bob""""""Bob""""""""",Bruce,"Bruce, Bob""""""ruce""",,W(R),5,0.02%,,,,,,,
2093,New Hampshire,NH,1,,,,,,Party Votes:,R,"30,481",,,,,,,,
2094,New Hampshire,NH,1,H4NH01193,,Justin,Nadeau,"Nadeau, Justin",,D,"12,150",52.78%,,,"118,226",36.56%,,,
2095,New Hampshire,NH,1,H4NH01201,,Peter J.,Duffy,"Duffy, Peter J.",,D,"5,813",25.25%,,,,,,,
2096,New Hampshire,NH,1,H4NH01185,,"Bob""""""Bob""""""""",Bruce,"Bruce, Bob""""""ruce""",,D,"4,049",17.59%,,,,,,,
2097,New Hampshire,NH,1,H4NH01177,,Travis Joseph,Liles,"Liles, Travis Joseph",,D,831,3.61%,,,,,,,
2098,New Hampshire,NH,1,,,,Scattered,Scattered,,W(D),98,0.43%,,,,,,,
2099,New Hampshire,NH,1,H2NH01130,,Jeb,Bradley,"Bradley, Jeb",,W(D),73,0.32%,,,,,,,
2100,New Hampshire,NH,1,H0NH01183,,"R. Bob"" Tillman"""". ""Bob"" Till"""" ""Bob"" Ti""""""Bob"" T""""Bob"" T""""ob""",Bevill,"Bevill, R. Bob"" Tillman""""evill"," R. ""B""""v""",,W(D),6,0.03%,,,,,,
2101,New Hampshire,NH,1,,,,,,Party Votes:,D,"23,020",,,,,,,,
2102,New Hampshire,NH,1,,,,Scattered,Scattered,,W,,,,,310,0.10%,,,
2103,New Hampshire,NH,1,,,,,,District Votes:,,"53,501",,,,"323,372",,,,
2104,New Hampshire,NH,2,H0NH02017,(I),Charles,Bass,"Bass, Charles",,R,"25,414",71.23%,,,"191,188",58.25%,,,
2105,New Hampshire,NH,2,H4NH02183,,Mark,Brady,"Brady, Mark",,R,"10,167",28.50%,,,,,,,
2106,New Hampshire,NH,2,,,,Scattered,Scattered,,W(R),63,0.18%,,,,,,,
2107,New Hampshire,NH,2,H4NH02175,,Paul W.,Hodes,"Hodes, Paul W.",,W(R),28,0.08%,,,,,,,
2108,New Hampshire,NH,2,H4NH02191,,"Chris""""""Chris""""""""",Owen,"Owen, Chris""""""wen"," """"""""",,W(R),5,0.01%,,,,,,
2109,New Hampshire,NH,2,,,,,,Party Votes:,R,"35,677",,,,,,,,
2110,New Hampshire,NH,2,H4NH02175,,Paul W.,Hodes,"Hodes, Paul W.",,D,"15,161",60.01%,,,"125,280",38.17%,,,
2111,New Hampshire,NH,2,H4NH02191,,"Chris""""""Chris""""""""",Owen,"Owen, Chris""""""wen"," """"""""",,D,"9,792",38.76%,,,,,,
2112,New Hampshire,NH,2,H0NH02017,,Charles,Bass,"Bass, Charles",,W(D),146,0.58%,,,,,,,
2113,New Hampshire,NH,2,,,,Scattered,Scattered,,W(D),123,0.49%,,,,,,,
2114,New Hampshire,NH,2,H4NH02183,,Mark,Brady,"Brady, Mark",,W(D),42,0.17%,,,,,,,
2115,New Hampshire,NH,2,,,,,,Party Votes:,D,"25,264",,,,,,,,
2116,New Hampshire,NH,2,H4NH02217,,Richard B.,Kahn,"Kahn, Richard B.",,LBT,,,,,"11,311",3.45%,,,
2117,New Hampshire,NH,2,,,,Scattered,Scattered,,W,,,,,415,0.13%,,,
2118,New Hampshire,NH,2,,,,,,District Votes:,,"60,941",,,,"328,194",,,,
2119,New Hampshire,NH,H,,,,,,House Votes:,,"114,442",,,,"651,566",,,,
2120,New Hampshire,NH,S,S2NH00025,(I),Judd,Gregg,"Gregg, Judd",,R,"60,597",91.59%,,,"434,847",66.18%,,,
2121,New Hampshire,NH,S,S4NH00062,,Tom,Alciere,"Alciere, Tom",,R,"2,682",4.05%,,,,,,,
2122,New Hampshire,NH,S,S4NH00070,,Michael D.,Tipa,"Tipa, Michael D.",,R,"2,563",3.87%,,,,,,,
2123,New Hampshire,NH,S,,,,Scattered,Scattered,,W(R),179,0.27%,,,,,,,
2124,New Hampshire,NH,S,S4NH00054,,Doris R.,Haddock,"Haddock, Doris R.",,W(R),143,0.22%,,,,,,,
