1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES,
2105,NV,Nevada,3,H4NV01153,,Annette,Teijeiro,"Teijeiro, Annette",,R,"1,336",4.75%,,,,,,,,,,,
2106,NV,Nevada,3,H6NV03113,,Sami,Khal,"Khal, Sami",,R,381,1.35%,,,,,,,,,,,
2107,NV,Nevada,3,n/a,,,,,Party Votes:,R,"28,146",,,,,,,,,,,,
2108,NV,Nevada,3,H6NV03162,,Warren,Markowitz,"Markowitz, Warren",,IAP,,,,,"11,602",3.73%,,,,,,,
2109,NV,Nevada,3,H4NV03126,,David,Goossen,"Goossen, David",,NPY,,,,,"9,566",3.08%,,,,,,,
2110,NV,Nevada,3,n/a,,,,,District Votes:,,"51,014",,,,"310,963",,,,,,,,
2111,NV,Nevada,3,n/a,,,,,,,,,,,,,,,,,,,
2112,NV,Nevada,4,H2NV00050,,Ruben,Kihuen,"Kihuen, Ruben",,D,"12,221",39.94%,,,"128,985",48.52%,,,,,W,,
2113,NV,Nevada,4,H6NV04012,,Lucy,Flores,"Flores, Lucy",,D,"7,854",25.66%,,,,,,,,,,,
2114,NV,Nevada,4,H6NV04020,,Susie,Lee,"Lee, Susie",,D,"6,407",20.94%,,,,,,,,,,,
2115,NV,Nevada,4,H6NV04095,,"Morse, Jr.",Arberry,"Arberry, Morse, Jr.",,D,"1,902",6.22%,,,,,,,,,,,
2116,NV,Nevada,4,H6NV04079,,Rodney,Smith,"Smith, Rodney",,D,869,2.84%,,,,,,,,,,,
2117,NV,Nevada,4,H6NV04053,,Mike ,Schaefer,"Schaefer, Mike ",,D,773,2.53%,,,,,,,,,,,
2118,NV,Nevada,4,H6NV04046,,Dan,Rolle,"Rolle, Dan",,D,336,1.10%,,,,,,,,,,,
2119,NV,Nevada,4,H6NV04061,,Brandon,Casutt,"Casutt, Brandon",,D,240,0.78%,,,,,,,,,,,
2120,NV,Nevada,4,n/a,,,,,Party Votes:,D,"30,602",,,,,,,,,,,,
2121,NV,Nevada,4,H4NV04017,(I),Cresent,Hardy,"Hardy, Cresent",,R,"18,610",76.79%,,,"118,328",44.51%,,,,,,,
2122,NV,Nevada,4,H4NV04033,,Mike ,Monroe,"Monroe, Mike ",,R,"4,336",17.89%,,,,,,,,,,,
2123,NV,Nevada,4,H6NV04087,,Wayne,Villines,"Villines, Wayne",,R,"1,290",5.32%,,,,,,,,,,,
2124,NV,Nevada,4,n/a,,,,,Party Votes:,R,"24,236",,,,,,,,,,,,
2125,NV,Nevada,4,H4NV04058,,Steve,Brown,"Brown, Steve",,LIB,,,,,"10,206",3.84%,,,,,,,
2126,NV,Nevada,4,H6NV04103,,Mike ,Little,"Little, Mike ",,IAP,,,,,"8,327",3.13%,,,,,,,
2127,NV,Nevada,4,n/a,,,,,District Votes:,,"54,838",,,,"265,846",,,,,,,,
2128,NV,Nevada,4,n/a,,,,,,,,,,,,,,,,,,,
2129,NV,Nevada,H,n/a,,,,,Total State Votes:,,"160,189",,,,"1,078,497",,,,,,,,
2130,,,,n/a,,,,,,,,,,,,,,,,,,,
2131,NH,New Hampshire,,n/a,,,,,,,,,,,,,,,,,,,
2132,NH,New Hampshire,1,H6NH01230,(I),Carol ,Shea-Porter,"Shea-Porter, Carol ",,D,"32,409",98.82%,,,"162,080",44.29%,,,,,W,,
2133,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,D,236,0.72%,,,,,,,,,,,
2134,NH,New Hampshire,1,H0NH01225,,Rich,Ashooh,"Ashooh, Rich",,D,88,0.27%,,,,,,,,,,,
2135,NH,New Hampshire,1,H0NH01217,,Frank,Guinta,"Guinta, Frank",,D,59,0.18%,,,,,,,,,,,
2136,NH,New Hampshire,1,H6NH01263,,Michael ,Callis,"Callis, Michael ",,D,3,0.01%,,,,,,,,,,,
2137,NH,New Hampshire,1,n/a,,,,,Party Votes:,D,"32,795",,,,,,,,,,,,
2138,NH,New Hampshire,1,H0NH01217,,Frank,Guinta,"Guinta, Frank",,R,"26,400",46.47%,,,"157,176",42.95%,,,,,,,
2139,NH,New Hampshire,1,H0NH01225,,Rich,Ashooh,"Ashooh, Rich",,R/W,"25,678",45.20%,,,55,0.02%,,,,,,,
2140,NH,New Hampshire,1,H6NH01263,,Michael ,Callis,"Callis, Michael ",,R,"2,243",3.95%,,,,,,,,,,,
2141,NH,New Hampshire,1,H6NH01305,,Robert,Risley,"Risley, Robert",,R,"1,347",2.37%,,,,,,,,,,,
2142,NH,New Hampshire,1,H6NH01289,,Jamieson Hale,Gradert,"Gradert, Jamieson Hale",,R,"1,031",1.81%,,,,,,,,,,,
2143,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,W(R),62,0.11%,,,,,,,,,,,
2144,NH,New Hampshire,1,H6NH01230,(I),Carol ,Shea-Porter,"Shea-Porter, Carol ",,W(R),49,0.09%,,,,,,,,,,,
2145,NH,New Hampshire,1,n/a,,,,,Party Votes:,R,"56,810",,,,,,,,,,,,
2146,NH,New Hampshire,1,H6NH01271,,Shawn P.,O'Connor,"O'Connor, Shawn P.",,IND,,,,,"34,735",9.49%,,,,,,,
2147,NH,New Hampshire,1,H4NH01235,,Brendan,Kelly,"Kelly, Brendan",,IND,,,,,"6,074",1.66%,,,,,,,
2148,NH,New Hampshire,1,H6NH01313,,Robert,Lombardo,"Lombardo, Robert",,LIB,,,,,"5,507",1.50%,,,,,,,
2149,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,W,,,,,194,0.05%,,,,,,,
2150,NH,New Hampshire,1,n/a,,John,Potucek,"Potucek, John",,W,,,,,163,0.04%,,,,,,,
2151,NH,New Hampshire,1,n/a,,,,,District Votes:,,"89,605",,,,"365,984",,,,,,,,
2152,NH,New Hampshire,1,n/a,,,,,,,,,,,,,,,,,,,
2153,NH,New Hampshire,2,H0NH02181,(I),Ann McLane,Kuster,"Kuster, Ann McLane",,D,"36,683",99.33%,,,"174,495",49.74%,,,,,W,,
2154,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,D,177,0.48%,,,,,,,,,,,
2155,NH,New Hampshire,2,H4NH02258,,Jim,Lawrence,"Lawrence, Jim",,D,29,0.08%,,,,,,,,,,,
2156,NH,New Hampshire,2,H6NH02162,,Jack B.,Flanagan,"Flanagan, Jack B.",,D,19,0.05%,,,,,,,,,,,
2157,NH,New Hampshire,2,H6NH02212,,Walter W.,Kelly,"Kelly, Walter W.",,D,7,0.02%,,,,,,,,,,,
2158,NH,New Hampshire,2,H6NH02196,,Andy,Martin,"Martin, Andy",,D,7,0.02%,,,,,,,,,,,
2159,NH,New Hampshire,2,H6NH02220,,Jay,Mercer,"Mercer, Jay",,D,5,0.01%,,,,,,,,,,,
2160,NH,New Hampshire,2,H6NH02204,,Eric P.,Estevez,"Estevez, Eric P.",,D,4,0.01%,,,,,,,,,,,
2161,NH,New Hampshire,2,H6NH02170,,Casey,Newell,"Newell, Casey",,D,1,0.00%,,,,,,,,,,,
2162,NH,New Hampshire,2,n/a,,,,,Party Votes:,D,"36,932",,,,,,,,,,,,
2163,NH,New Hampshire,2,H4NH02258,,Jim,Lawrence,"Lawrence, Jim",,R,"17,180",39.69%,,,"158,973",45.32%,,,,,,,
2164,NH,New Hampshire,2,H6NH02162,,Jack B.,Flanagan,"Flanagan, Jack B.",,R,"12,046",27.83%,,,,,,,,,,,
2165,NH,New Hampshire,2,H6NH02212,,Walter W.,Kelly,"Kelly, Walter W.",,R,"4,287",9.90%,,,,,,,,,,,
2166,NH,New Hampshire,2,H6NH02196,,Andy,Martin,"Martin, Andy",,R,"3,145",7.27%,,,,,,,,,,,
2167,NH,New Hampshire,2,H6NH02204,,Eric P.,Estevez,"Estevez, Eric P.",,R,"2,443",5.64%,,,,,,,,,,,
2168,NH,New Hampshire,2,H6NH02220,,Jay,Mercer,"Mercer, Jay",,R,"2,113",4.88%,,,,,,,,,,,
2169,NH,New Hampshire,2,H6NH02170,,Casey,Newell,"Newell, Casey",,R,"1,839",4.25%,,,,,,,,,,,
2170,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,W(R),169,0.39%,,,,,,,,,,,
2171,NH,New Hampshire,2,H0NH02181,(I),Ann McLane,Kuster,"Kuster, Ann McLane",,W(R),63,0.15%,,,,,,,,,,,
2172,NH,New Hampshire,2,n/a,,,,,Party Votes:,R,"43,285",,,,,,,,,,,,
2173,NH,New Hampshire,2,H6NH02246,,John J.,Babiarz,"Babiarz, John J.",,IND,,,,,"17,088",4.87%,,,,,,,
2174,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,W,,,,,237,0.07%,,,,,,,
2175,NH,New Hampshire,2,n/a,,,,,District Votes:,,"80,217",,,,"350,793",,,,,,,,
2176,NH,New Hampshire,H,n/a,,,,,Total State Votes:,,"169,822",,,,"716,777",,,,,,,,
2177,,,,n/a,,,,,,,,,,,,,,,,,,,
2178,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,,
2179,NJ,New Jersey,1,H4NJ01084,(I),Donald W.,Norcross,"Norcross, Donald W.",,D,"56,753",70.29%,,,"183,231",59.98%,,,,,W,,
2180,NJ,New Jersey,1,H6NJ01188,,Alex,Law,"Law, Alex",,D,"23,986",29.71%,,,,,,,,,,,
2181,NJ,New Jersey,1,n/a,,,,,Party Votes:,D,"80,739",,,,,,,,,,,,
2182,NJ,New Jersey,1,H6NJ01204,,Bob,Patterson,"Patterson, Bob",,R,"23,813",,,,"112,388",36.79%,,,,,,,
2183,NJ,New Jersey,1,n/a,,,,,Party Votes:,R,"23,813",,,,,,,,,,,,
2184,NJ,New Jersey,1,H4NJ01142,,Scot John,Tomaszewski,"Tomaszewski, Scot John",,WDB,,,,,"5,473",1.79%,,,,,,,
2185,NJ,New Jersey,1,H6NJ01212,,"William F., IV",Sihr,"Sihr, William F., IV",,LIB,,,,,"2,410",0.79%,,,,,,,
2186,NJ,New Jersey,1,H4NJ01159,,Michael ,Berman,"Berman, Michael ",,AO,,,,,"1,971",0.65%,,,,,,,
2187,NJ,New Jersey,1,n/a,,,,,District Votes:,,"104,552",,,,"305,473",,,,,,,,
2188,NJ,New Jersey,1,n/a,,,,,,,,,,,,,,,,,,,
2189,NJ,New Jersey,2,H2NJ02037,(I),Frank A.,LoBiondo,"LoBiondo, Frank A.",,R,"39,913",100.00%,,,"176,338",59.21%,,,,,W,,
2190,NJ,New Jersey,2,n/a,,,,,Party Votes:,R,"39,913",,,,,,,,,,,,
2191,NJ,New Jersey,2,H4NJ02157,,David H.,Cole,"Cole, David H.",,D,"33,961",81.07%,,,"110,838",37.22%,,,,,,,
2192,NJ,New Jersey,2,H0NJ02098,,"Costantino Tino""""""ostan""",Rozzo,"Rozzo, Costantino Tino""""""ozzo",",,D,7","932""",18.93%,,,,,,,,,,,,
2193,NJ,New Jersey,2,n/a,,,,,Party Votes:,D,"41,893",,,,,,,,,,,,
2194,NJ,New Jersey,2,H2NJ02177,,John,Ordille,"Ordille, John",,LIB,,,,,"3,773",1.27%,,,,,,,
2195,NJ,New Jersey,2,H6NJ02194 ,,James,Keenan,"Keenan, James",,MGW,,,,,"2,653",0.89%,,,,,,,
2196,NJ,New Jersey,2, H6NJ02210,,Steven,Fenichel,"Fenichel, Steven",,RNN,,,,,"1,574",0.53%,,,,,,,
2197,NJ,New Jersey,2,H6NJ02186,,Eric,Beechwood,"Beechwood, Eric",,PIP,,,,,"1,387",0.47%,,,,,,,
2198,NJ,New Jersey,2,H6NJ02202,,Gabriel Brian,Franco,"Franco, Gabriel Brian",,FPR,,,,,"1,232",0.41%,,,,,,,
2199,NJ,New Jersey,2,n/a,,,,,,,,,,,,,,,,,,,
2200,NJ,New Jersey,2,n/a,,,,,District Votes:,,"81,806",,,,"297,795",,,,,,,,
2201,NJ,New Jersey,2,n/a,,,,,,,,,,,,,,,,,,,
2202,NJ,New Jersey,3,H4NJ03130,(I),Tom,MacArthur,"MacArthur, Tom",,R,"46,264",100.00%,,,"194,596",59.32%,,,,,W,,
2203,NJ,New Jersey,3,n/a,,,,,Party Votes:,R,"46,264",,,,,,,,,,,,
2204,NJ,New Jersey,3,H4NJ03163,,Frederick John,LaVergne,"LaVergne, Frederick John",,D,"32,963",62.80%,,,"127,526",38.87%,,,,,,,
2205,NJ,New Jersey,3,H6NJ03143,,Jim,Keady,"Keady, Jim",,D,"19,526",37.20%,,,,,,,,,,,
2206,NJ,New Jersey,3,n/a,,,,,Party Votes:,D,"52,489",,,,,,,,,,,,
2207,NJ,New Jersey,3,H6NJ03150,,"Lawrence W., Jr.",Berlinski,"Berlinski, Lawrence W., Jr.",,CON,,,,,"5,938",1.81%,,,,,,,
2208,NJ,New Jersey,3,n/a,,,,,District Votes:,,"98,753",,,,"328,060",,,,,,,,
2209,NJ,New Jersey,3,n/a,,,,,,,,,,,,,,,,,,,
2210,NJ,New Jersey,4,H8NJ04014,(I),Christopher H.,Smith,"Smith, Christopher H.",,R,"41,789",91.98%,,,"211,992",63.72%,,,,,W,,
2211,NJ,New Jersey,4,H6NJ04166 ,,Bruce C.,Mac Donald,"Mac Donald, Bruce C.",,R,"3,645",8.02%,,,,,,,,,,,
2212,NJ,New Jersey,4,n/a,,,,,Party Votes:,R,"45,434",,,,,,,,,,,,
2213,NJ,New Jersey,4,H6NJ04158,,Lorna,Phillipson,"Phillipson, Lorna",,D,"40,528",100.00%,,,"111,532",33.52%,,,,,,,
2214,NJ,New Jersey,4,n/a,,,,,Party Votes:,D,"40,528",,,,,,,,,,,,
2215,NJ,New Jersey,4,H6NJ04182,,Hank,Schroeder,"Schroeder, Hank",,EG,,,,,"5,840",1.76%,,,,,,,
2216,NJ,New Jersey,4,H6NJ04174,,Jeremy,Marcus,"Marcus, Jeremy",,LIB,,,,,"3,320",1.00%,,,,,,,
2217,NJ,New Jersey,4,n/a,,,,,District Votes:,,"85,962",,,,"332,684",,,,,,,,
2218,NJ,New Jersey,4,n/a,,,,,,,,,,,,,,,,,,,
2219,NJ,New Jersey,5,H6NJ05171,,Joshua S.,Gottheimer,"Gottheimer, Joshua S.",,D,"43,250",100.00%,,,"172,587",51.11%,,,,,W,,
2220,NJ,New Jersey,5,n/a,,,,,Party Votes:,D,"43,250",,,,,,,,,,,,
2221,NJ,New Jersey,5,H8NJ05052,(I),Scott,Garrett,"Garrett, Scott",,R,"42,179",82.20%,,,"157,690",46.70%,,,,,,,
2222,NJ,New Jersey,5,H2NJ05261,,Michael J.,Cino,"Cino, Michael J.",,R,"4,884",9.52%,,,,,,,,,,,
2223,NJ,New Jersey,5, H6NJ05197 ,,Peter,Vallorosi,"Vallorosi, Peter",,R,"4,252",8.29%,,,,,,,,,,,
2224,NJ,New Jersey,5,n/a,,,,,Party Votes:,R,"51,315",,,,,,,,,,,,
2225,NJ,New Jersey,5,H6NJ05205,,Claudio,Belusic,"Belusic, Claudio",,LIB,,,,,"7,424",2.20%,,,,,,,
2226,NJ,New Jersey,5,n/a,,,,,District Votes:,,"94,565",,,,"337,701",,,,,,,,
2227,NJ,New Jersey,5,n/a,,,,,,,,,,,,,,,,,,,
2228,NJ,New Jersey,6,H8NJ03073,(I),"Frank, Jr.",Pallone,"Pallone, Frank, Jr.",,D,"52,231",100.00%,,,"167,895",63.73%,,,,,W,,
2229,NJ,New Jersey,6,n/a,,,,,Party Votes:,D,"52,231",,,,,,,,,,,,
2230,NJ,New Jersey,6,H6NJ06229,,Brent,Sonnek-Schmelz,"Sonnek-Schmelz, Brent",,R,"17,856",100.00%,,,"91,908",34.89%,,,,,,,
2231,NJ,New Jersey,6,n/a,,,,,Party Votes:,R,"17,856",,,,,,,,,,,,
2232,NJ,New Jersey,6,H6NJ06237,,Rajit B.,Malliah,"Malliah, Rajit B.",,GRE,,,,,"1,912",0.73%,,,,,,,
2233,NJ,New Jersey,6,H6NJ06245,,Judith ,Shamy,"Shamy, Judith ",,LIB,,,,,"1,720",0.65%,,,,,,,
2234,NJ,New Jersey,6,n/a,,,,,District Votes:,,"70,087",,,,"263,435",,,,,,,,
2235,NJ,New Jersey,6,n/a,,,,,,,,,,,,,,,,,,,
2236,NJ,New Jersey,7,H6NJ12136,(I),Leonard,Lance,"Lance, Leonard",,R,"31,807",53.90%,,,"185,850",54.08%,,,,,W,,
2237,NJ,New Jersey,7,H6NJ07169,,David,Larsen,"Larsen, David",,R,"19,425",32.92%,,,,,,,,,,,
2238,NJ,New Jersey,7,H6NJ07177,,Craig P.,Heard,"Heard, Craig P.",,R,"7,774",13.17%,,,,,,,,,,,
2239,NJ,New Jersey,7,n/a,,,,,Party Votes:,R,"59,006",,,,,,,,,,,,
2240,NJ,New Jersey,7,H6NJ07151,,Peter,Jacob,"Jacob, Peter",,D,"46,152",100.00%,,,"148,188",43.12%,,,,,,,
2241,NJ,New Jersey,7,n/a,,,,,Party Votes:,D,"46,152",,,,,,,,,,,,
2242,NJ,New Jersey,7,H6NJ07193,,Dan,O'Neill,"O'Neill, Dan",,LIB,,,,,"5,343",1.55%,,,,,,,
2243,NJ,New Jersey,7,H6NJ07185,,"Arthur T., Jr.",Haussmann,"Haussmann, Arthur T., Jr.",,CON,,,,,"4,254",1.24%,,,,,,,
2244,NJ,New Jersey,7,n/a,,,,,District Votes:,,"105,158",,,,"343,635",,,,,,,,
2245,NJ,New Jersey,7,n/a,,,,,,,,,,,,,,,,,,,
2246,NJ,New Jersey,8,H6NJ13191,(I),Albio,Sires,"Sires, Albio",,D,"45,988",86.90%,,,"134,733",77.04%,,,,,W,,
2247,NJ,New Jersey,8,H6NJ08159,,Eloy J.,Delgado,"Delgado, Eloy J.",,D,"6,933",13.10%,,,,,,,,,,,
2248,NJ,New Jersey,8,n/a,,,,,Party Votes:,D,"52,921",,,,,,,,,,,,
2249,NJ,New Jersey,8,H6NJ08167,,Agha,Khan,"Khan, Agha",,R,"4,679",100.00%,,,"32,337",18.49%,,,,,,,
2250,NJ,New Jersey,8,n/a,,,,,Party Votes:,R,"4,679",,,,,,,,,,,,
2251,NJ,New Jersey,8,H2NJ08224,,Pablo ,Olivera,"Olivera, Pablo ",,WUA,,,,,"4,381",2.51%,,,,,,,
2252,NJ,New Jersey,8,H6NJ08175 ,,Dan,Delaney,"Delaney, Dan",,LIB,,,,,"3,438",1.97%,,,,,,,
2253,NJ,New Jersey,8,n/a,,,,,District Votes:,,"57,600",,,,"174,889",,,,,,,,
2254,NJ,New Jersey,8,n/a,,,,,,,,,,,,,,,,,,,
2255,NJ,New Jersey,9,H6NJ08118,(I),"Bill, Jr.",Pascrell,"Pascrell, Bill, Jr.",,D,"47,671",100.00%,,,"162,642",69.73%,,,,,W,,
2256,NJ,New Jersey,9,n/a,,,,,Party Votes:,D,"47,671",,,,,,,,,,,,
2257,NJ,New Jersey,9,H6NJ09231,,Hector L.,Castillo,"Castillo, Hector L.",,R,"12,757",100.00%,,,"65,376",28.03%,,,,,,,
2258,NJ,New Jersey,9,n/a,,,,,Party Votes:,R,"12,757",,,,,,,,,,,,
2259,NJ,New Jersey,9,H6NJ09256,,Diego,Rivera,"Rivera, Diego",,LIB,,,,,"3,327",1.43%,,,,,,,
2260,NJ,New Jersey,9,H6NJ09249,,Jeff,Boss,"Boss, Jeff",,NSA,,,,,"1,897",0.81%,,,,,,,
2261,NJ,New Jersey,9,n/a,,,,,District Votes:,,"60,428",,,,"233,242",,,,,,,,
2262,NJ,New Jersey,9,n/a,,,,,,,,,,,,,,,,,,,
2263,NJ,New Jersey,10,H2NJ10154,(I),"Donald M., Jr.",Payne,"Payne, Donald M., Jr.",,D,"75,175",100.00%,,,"190,856",85.67%,,,,,W,,
2264,NJ,New Jersey,10,n/a,,,,,Party Votes:,D,"75,175",,,,,,,,,,,,
2265,NJ,New Jersey,10,H0NJ10133,,David H.,Pinckney,"Pinckney, David H.",,R,"3,395",100.00%,,,"26,450",11.87%,,,,,,,
2266,NJ,New Jersey,10,n/a,,,,,Party Votes:,R,"3,395",,,,,,,,,,,,
2267,NJ,New Jersey,10,H0NJ10182,,Joanne,Miller,"Miller, Joanne",,WOP,,,,,"3,719",1.67%,,,,,,,
2268,NJ,New Jersey,10,H4NJ10085,,Aaron Walter,Fraser,"Fraser, Aaron Walter",,NBP,,,,,"1,746",0.78%,,,,,,,
2269,NJ,New Jersey,10,n/a,,,,,District Votes:,,"78,570",,,,"222,771",,,,,,,,
2270,NJ,New Jersey,10,n/a,,,,,,,,,,,,,,,,,,,
2271,NJ,New Jersey,11,H2NJ05014,(I),Rodney P.,Frelinghuysen,"Frelinghuysen, Rodney P.",,R,"44,618",76.23%,,,"194,299",58.00%,,,,,W,,
2272,NJ,New Jersey,11,H4NJ11109,,Rick,Van Glahn,"Van Glahn, Rick",,R,"13,909",23.77%,,,,,,,,,,,
2273,NJ,New Jersey,11,n/a,,,,,Party Votes:,R,"58,527",,,,,,,,,,,,
2274,NJ,New Jersey,11,H6NJ11138,,Joseph M.,Wenzel,"Wenzel, Joseph M.",,D,"34,688",70.45%,,,"130,162",38.86%,,,,,,,
2275,NJ,New Jersey,11,H6NJ11120,,Richard,McFarlane,"McFarlane, Richard",,D,"8,751",17.77%,,,,,,,,,,,
2276,NJ,New Jersey,11,H4NJ11117,,Lee Anne,Brogowski,"Brogowski, Lee Anne",,D,"5,799",11.78%,,,,,,,,,,,
2277,NJ,New Jersey,11,n/a,,,,,Party Votes:,D,"49,238",,,,,,,,,,,,
2278,NJ,New Jersey,11,H6NJ11153,,Thomas,Depasquale,"Depasquale, Thomas",,FI,,,,,"7,056",2.11%,,,,,,,
2279,NJ,New Jersey,11,H6NJ11161,,Jeff,Hetrick,"Hetrick, Jeff",,LIB,,,,,"3,475",1.04%,,,,,,,
2280,NJ,New Jersey,11,n/a,,,,,District Votes:,,"107,765",,,,"334,992",,,,,,,,
2281,NJ,New Jersey,11,n/a,,,,,,,,,,,,,,,,,,,
2282,NJ,New Jersey,12,H4NJ12149,(I),Bonnie Watson,Coleman,"Coleman, Bonnie Watson",,D,"66,479",93.63%,,,"181,430",62.86%,,,,,W,,
2283,NJ,New Jersey,12,H6NJ12193,,Alexander J.,Kucsma,"Kucsma, Alexander J.",,D,"4,525",6.37%,,,,,,,,,,,
2284,NJ,New Jersey,12,n/a,,,,,Party Votes:,D,"71,004",,,,,,,,,,,,
2285,NJ,New Jersey,12,H6NJ12201,,Steven J.,Uccio,"Uccio, Steven J.",,R,"18,640",100.00%,,,"92,407",32.02%,,,,,,,
2286,NJ,New Jersey,12,n/a,,,,,Party Votes:,R,"18,640",,,,,,,,,,,,
2287,NJ,New Jersey,12,H2NJ03191,,R. Edward,Forchion,"Forchion, R. Edward",,LMP,,,,,"6,094",2.11%,,,,,,,
2288,NJ,New Jersey,12,H6NJ12235,,Robert,Shapiro,"Shapiro, Robert",,TED,,,,,"2,775",0.96%,,,,,,,
2289,NJ,New Jersey,12,H6NJ12219,,Thomas ,Fitzpatrick,"Fitzpatrick, Thomas ",,LIB,,,,,"2,482",0.86%,,,,,,,
2290,NJ,New Jersey,12,H8NJ04154,,Steven  ,Welzer,"Welzer, Steven  ",,GRE,,,,,"2,135",0.74%,,,,,,,
2291,NJ,New Jersey,12, H6NJ12227,,Michael R.,Bollentin,"Bollentin, Michael R.",,WTP,,,,,"1,311",0.45%,,,,,,,
2292,NJ,New Jersey,12,n/a,,,,,District Votes:,,"89,644",,,,"288,634",,,,,,,,
2293,NJ,New Jersey,12,n/a,,,,,,,,,,,,,,,,,,,
2294,NJ,New Jersey,H,n/a,,,,,Total State Votes:,,"1,034,890",,,,"3,463,311",,,,,,,,
2295,,,,n/a,,,,,,,,,,,,,,,,,,,
2296,NM,New Mexico,,n/a,,,,,,,,,,,,,,,,,,,
2297,NM,New Mexico,1,H8NM01257,(I),Michelle,Lujan Grisham,"Lujan Grisham, Michelle",,D,"69,216",100.00%,,,"181,088",65.15%,,,,,W,,
2298,NM,New Mexico,1,n/a,,,,,Party Votes:,D,"69,216",,,,,,,,,,,,
2299,NM,New Mexico,1,H4NM01124,,Richard Gregory,Priem,"Priem, Richard Gregory",,R,"27,973",100.00%,,,"96,879",34.85%,,,,,,,
2300,NM,New Mexico,1,n/a,,,,,Party Votes:,R,"27,973",,,,,,,,,,,,
2301,NM,New Mexico,1,n/a,,,,,District Votes:,,"97,189",,,,"277,967",,,,,,,,
2302,NM,New Mexico,1,n/a,,,,,,,,,,,,,,,,,,,
2303,NM,New Mexico,2,H2NM02126 ,(I),Steve,Pearce,"Pearce, Steve",,R,"36,722",100.00%,,,"143,515",62.72%,,,,,W,,
2304,NM,New Mexico,2,n/a,,,,,Party Votes:,R,"36,722",,,,,,,,,,,,
2305,NM,New Mexico,2,H6NM02101,,Merrie Lee,Soules,"Soules, Merrie Lee",,D,"37,455",100.00%,,,"85,232",37.25%,,,,,,,
2306,NM,New Mexico,2,n/a,,,,,Party Votes:,D,"37,455",,,,,,,,,,,,
2307,NM,New Mexico,2,H4NM02080,,Jack A.,McGrann,"McGrann, Jack A.",,W,,,,,70,0.03%,,,,,,,
2308,NM,New Mexico,2,n/a,,,,,District Votes:,,"74,177",,,,"228,817",,,,,,,,
2309,NM,New Mexico,2,n/a,,,,,,,,,,,,,,,,,,,
2310,NM,New Mexico,3,H8NM03196,(I),Ben R,Lujan,"Lujan, Ben R",,D,"76,789",100.00%,,,"170,612",62.42%,,,,,W,,
2311,NM,New Mexico,3,n/a,,,,,Party Votes:,D,"76,789",,,,,,,,,,,,
2312,NM,New Mexico,3,H6NM03067 ,,Michael H.,Romero,"Romero, Michael H.",,R,"17,025",62.04%,,,"102,730",37.58%,,,,,,,
2313,NM,New Mexico,3,H6NM03075 ,,Michael Glenn ,Lucero,"Lucero, Michael Glenn ",,R,"10,419",37.96%,,,,,,,,,,,
2314,NM,New Mexico,3,n/a,,,,,Party Votes:,R,"27,444",,,,,,,,,,,,
2315,NM,New Mexico,3,n/a,,,,,District Votes:,,"104,233",,,,"273,342",,,,,,,,
2316,NM,New Mexico,3,n/a,,,,,,,,,,,,,,,,,,,
2317,NM,New Mexico,H,n/a,,,,,Total State Votes:,,"275,599",,,,"780,126",,,,,,,,
2318,,,,n/a,,,,,,,,,,,,,,,,,,,
2319,NY,New York,,n/a,,,,,,,,,,,,,,,,,,,
2320,NY,New York,,n/a,,,,,,,,,,,,,,,,,,,
2321,NY,New York,1,H8NY01148,(I),Lee M.,Zeldin,"Zeldin, Lee M.",,R,Unopposed,,,,"158,409",48.91%,,,"188,499",58.20%,W,,
2322,NY,New York,1,H8NY01148,(I),Lee M.,Zeldin,"Zeldin, Lee M.",,CRV,Unopposed,,,,"23,327",7.20%,,,"188,499",58.20%,W,,
2323,NY,New York,1,H8NY01148,(I),Lee M.,Zeldin,"Zeldin, Lee M.",,REF,Unopposed,,,,843,0.26%,,,"188,499",58.20%,W,,
2324,NY,New York,1,H8NY01148,(I),Lee M.,Zeldin,"Zeldin, Lee M.",,IDP,,,,,"5,920",1.83%,,,"188,499",58.20%,W,,
2325,NY,New York,1,H6NY01126,,Anna E.,Throne-Holst,"Throne-Holst, Anna E.",,D,"6,479",51.25%,,,"126,635",39.10%,,,"135,278",41.77%,,,
2326,NY,New York,1,H6NY01118,,David L.,Calone,"Calone, David L.",,D,"6,162",48.75%,,,,,,,,,,,
2327,NY,New York,1,n/a,,,,,Party Votes:,D,"12,641",,,,,,,,,,,,
