1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,,,,,,,,,,,,,,,,,
190,Arizona,AZ,5,H0AZ05078,,Jim,Ward,"Ward, Jim",,REP,"18,480",25.79%,,,,,,,,,,,,,,,,,,,,,,,,
191,Arizona,AZ,5,H4AZ01061,,Susan,Bitter Smith,"Bitter Smith, Susan",,REP,"17,297",24.14%,,,,,,,,,,,,,,,,,,,,,,,,
192,Arizona,AZ,5,H0AZ05102,,Chris,Salvino,"Salvino, Chris",,REP,"7,156",9.99%,,,,,,,,,,,,,,,,,,,,,,,,
193,Arizona,AZ,5,H8AZ05121,,Lee,Gentry,"Gentry, Lee",,REP,"1,157",1.61%,,,,,,,,,,,,,,,,,,,,,,,,
194,Arizona,AZ,5,H0AZ05110,,Mark,Spinks,"Spinks, Mark",,REP,884,1.23%,,,,,,,,,,,,,,,,,,,,,,,,
195,Arizona,AZ,5,n/a,,,,,Party Votes:,REP,"71,652",,,,,,,,,,,,,,,,,,,,,,,,,
196,Arizona,AZ,5,H6AZ05067,(I),Harry,Mitchell,"Mitchell, Harry",,DEM,"29,716",100.00%,,,"91,749",43.23%,,,,,,,,,,,,,,,,,,,,
197,Arizona,AZ,5,n/a,,,,,Party Votes:,DEM,"29,716",,,,,,,,,,,,,,,,,,,,,,,,,
198,Arizona,AZ,5,H0AZ05136,,Nick,Coons,"Coons, Nick",,LIB,306,100.00%,,,"10,127",4.77%,,,,,,,,,,,,,,,,,,,,
199,Arizona,AZ,5,n/a,,,,,Party Votes:,LIB,306,,,,,,,,,,,,,,,,,,,,,,,,,
200,Arizona,AZ,5,H0AZ05144 ,,Ryan ,Blackman,"Blackman, Ryan ",,W(GRE),4,100.00%,,,,,,,,,,,,,,,,,,,,,,,,
201,Arizona,AZ,5,n/a,,,,,Party Votes:,GRE,4,,,,,,,,,,,,,,,,,,,,,,,,,
202,Arizona,AZ,5,n/a,,,,,District Votes:,,"101,678",,,,"212,250",,,,,,,,,,,,,,,,,,,,,
203,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Arizona,AZ,6,H0AZ01184,(I),Jeff,Flake,"Flake, Jeff",,REP,"62,285",64.60%,,,"165,649",66.42%,,,,,,,,,,,,,,,,,,,,
205,Arizona,AZ,6,H0AZ05094,,Jeff,Smith,"Smith, Jeff",,REP,"34,137",35.40%,,,,,,,,,,,,,,,,,,,,,,,,
206,Arizona,AZ,6,n/a,,,,,Party Votes:,REP,"96,422",,,,,,,,,,,,,,,,,,,,,,,,,
207,Arizona,AZ,6,H8AZ06053,,Rebecca,Schneider,"Schneider, Rebecca",,DEM,"26,220",100.00%,,,"72,615",29.12%,,,,,,,,,,,,,,,,,,,,
208,Arizona,AZ,6,n/a,,,,,Party Votes:,DEM,26220,,,,,,,,,,,,,,,,,,,,,,,,,
209,Arizona,AZ,6,H0AZ06050,,Darell,Tapp,"Tapp, Darell",,W(LIB)/LIB,28,100.00%,,,"7,712",3.09%,,,,,,,,,,,,,,,,,,,,
210,Arizona,AZ,6,n/a,,,,,Party Votes:,LIB,28,,,,,,,,,,,,,,,,,,,,,,,,,
211,Arizona,AZ,6,H8AZ06012,,Richard,Grayson,"Grayson, Richard",,W(GRE)/GRE,6,100.00%,,,"3,407",1.37%,,,,,,,,,,,,,,,,,,,,
212,Arizona,AZ,6,n/a,,,,,Party Votes:,GRE,6,,,,,,,,,,,,,,,,,,,,,,,,,
213,Arizona,AZ,6,n/a,,,,,District Votes:,,"122,676",,,,"249,383",,,,,,,,,,,,,,,,,,,,,
214,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Arizona,AZ,7,H2AZ07070,(I),Ra̼l M.,Grijalva,"Grijalva, Ra̼l M.",,DEM,"33,931",100.00%,,,"79,935",50.23%,,,,,,,,,,,,,,,,,,,,
216,Arizona,AZ,7,n/a,,,,,Party Votes:,DEM,"33,931",,,,,,,,,,,,,,,,,,,,,,,,,
217,Arizona,AZ,7,H0AZ07017,,Ruth,McClung,"McClung, Ruth",,REP,"15,455",50.95%,,,"70,385",44.23%,,,,,,,,,,,,,,,,,,,,
218,Arizona,AZ,7,H0AZ07025,,Terry,Myers,"Myers, Terry",,REP,"7,044",23.22%,,,,,,,,,,,,,,,,,,,,,,,,
219,Arizona,AZ,7,H0AZ07041,,Joseph,Sweeney,"Sweeney, Joseph",,REP,"3,702",12.20%,,,,,,,,,,,,,,,,,,,,,,,,
220,Arizona,AZ,7,H0AZ07058,,Robert,Wilson,"Wilson, Robert",,REP,"2,737",9.02%,,,,,,,,,,,,,,,,,,,,,,,,
221,Arizona,AZ,7,H0AZ07033,,Christopher J.,Flowers,"Flowers, Christopher J.",,REP,"1,394",4.60%,,,,,,,,,,,,,,,,,,,,,,,,
222,Arizona,AZ,7,n/a,,,,,Party Votes:,REP,"30,332",,,,,,,,,,,,,,,,,,,,,,,,,
223,Arizona,AZ,7,H0AZ07025,,Harley,Myer,"Myer, Harley",,IND,,,,,"4,506",2.83%,,,,,,,,,,,,,,,,,,,,
224,Arizona,AZ,7,H0AZ07074,,George,Keane,"Keane, George",,LIB,159,56.79%,,,"4,318",2.71%,,,,,,,,,,,,,,,,,,,,
225,Arizona,AZ,7,H0AZ07066,,Andrew,Ibarra,"Ibarra, Andrew",,LIB,121,43.21%,,,,,,,,,,,,,,,,,,,,,,,,
226,Arizona,AZ,7,n/a,,,,,Party Votes:,LIB,280,,,,,,,,,,,,,,,,,,,,,,,,,
227,Arizona,AZ,7,n/a,,,,,District Votes:,,"64,543",,,,"159,144",,,,,,,,,,,,,,,,,,,,,
228,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Arizona,AZ,8,H6AZ08038,(I),Gabrielle,Giffords,"Giffords, Gabrielle",,DEM,"55,530",100.00%,,,"138,280",48.76%,,,,,,,,,,,,,,,,,,,,
230,Arizona,AZ,8,n/a,,,,,Party Votes:,DEM,"55,530",,,,,,,,,,,,,,,,,,,,,,,,,
231,Arizona,AZ,8,H0AZ08015,,Jesse,Kelly,"Kelly, Jesse",,REP,"43,097",48.31%,,,"134,124",47.30%,,,,,,,,,,,,,,,,,,,,
232,Arizona,AZ,8,H0AZ08056,,Jonathan,Paton,"Paton, Jonathan",,REP,"37,066",41.55%,,,,,,,,,,,,,,,,,,,,,,,,
233,Arizona,AZ,8,H0AZ08031,,Brian,Miller,"Miller, Brian",,REP,"6,613",7.41%,,,,,,,,,,,,,,,,,,,,,,,,
234,Arizona,AZ,8,H6AZ08103,,Jay,Quick,"Quick, Jay",,REP,"1,933",2.17%,,,,,,,,,,,,,,,,,,,,,,,,
235,Arizona,AZ,8,H0AZ08023,,Andy,Goss,"Goss, Andy",,REP,502,0.56%,,,,,,,,,,,,,,,,,,,,,,,,
236,Arizona,AZ,8,n/a,,,,,Party Votes:,REP,"89,211",,,,,,,,,,,,,,,,,,,,,,,,,
237,Arizona,AZ,8,H0AZ08064,,Steven,Stoltz,"Stoltz, Steven",,LIB,482,100.00%,,,"11,174",3.94%,,,,,,,,,,,,,,,,,,,,
238,Arizona,AZ,8,n/a,,,,,Party Votes:,LIB,482,,,,,,,,,,,,,,,,,,,,,,,,,
239,Arizona,AZ,8,n/a,,,,,District Votes:,,"145,223",,,,"283,578",,,,,,,,,,,,,,,,,,,,,
240,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Arizona,AZ,H,n/a,,,,,Total State Votes:,,"830,858",,,,"1,698,145",,,,,,,,,,,,,,,,,,,,,
242,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Arizona,AZ,S,S6AZ00019,(I),John,McCain,"McCain, John",,REP,"333,744",56.25%,,,"1,005,615",58.86%,,,,,,,,,,,,,,,,,,,,
245,Arizona,AZ,S,S0AZ00251,,J.D.,Hayworth,"Hayworth, J.D.",,REP,"190,229",32.06%,,,,,,,,,,,,,,,,,,,,,,,,
246,Arizona,AZ,S,S0AZ00194,,Jim,Deakin,"Deakin, Jim",,REP,"69,328",11.69%,,,,,,,,,,,,,,,,,,,,,,,,
247,Arizona,AZ,S,n/a,,,,,Party Votes:,REP,"593,301",,,,,,,,,,,,,,,,,,,,,,,,,
248,Arizona,AZ,S,S0AZ00269,,Rodney,Glassman,"Glassman, Rodney",,DEM,"100,307",34.60%,,,"592,011",34.65%,,,,,,,,,,,,,,,,,,,,
249,Arizona,AZ,S,S4AZ00055,,Cathy,Eden,"Eden, Cathy",,DEM,"76,487",26.39%,,,,,,,,,,,,,,,,,,,,,,,,
250,Arizona,AZ,S,S0AZ00293,,John,Dougherty,"Dougherty, John",,DEM,"68,589",23.66%,,,,,,,,,,,,,,,,,,,,,,,,
251,Arizona,AZ,S,S0AZ00277,,Randy,Parraz,"Parraz, Randy",,DEM,"44,435",15.33%,,,,,,,,,,,,,,,,,,,,,,,,
252,Arizona,AZ,S,S0AZ00319,,William,Koller,"Koller, William",,W(DEM),48,0.02%,,,,,,,,,,,,,,,,,,,,,,,,
253,Arizona,AZ,S,n/a,,,,,Party Votes:,DEM,"289,866",,,,,,,,,,,,,,,,,,,,,,,,,
254,Arizona,AZ,S,S0AZ00301,,David F.,Nolan,"Nolan, David F.",,LIB,"2,669",100.00%,,,"80,097",4.69%,,,,,,,,,,,,,,,,,,,,
255,Arizona,AZ,S,n/a,,,,,Party Votes:,LIB,"2,669",,,,,,,,,,,,,,,,,,,,,,,,,
256,Arizona,AZ,S,S0AZ00285,,Jerry,Joslyn,"Joslyn, Jerry",,GRE,"1,948",100.00%,,,"24,603",1.44%,,,,,,,,,,,,,,,,,,,,
257,Arizona,AZ,S,n/a,,,,,Party Votes:,GRE,"1,948",,,,,,,,,,,,,,,,,,,,,,,,,
258,Arizona,AZ,S,S0AZ00244,,Ian ,Gilyeat,"Gilyeat, Ian ",,W,,,,,"5,938",0.35%,,,,,,,,,,,,,,,,,,,,
259,Arizona,AZ,S,n/a,,Loyd,Ellis,"Ellis, Loyd",,W,,,,,160,0.01%,,,,,,,,,,,,,,,,,,,,
260,Arizona,AZ,S,S0AZ00327 ,,Santos,Chavez,"Chavez, Santos",,W,,,,,39,0.00%,,,,,,,,,,,,,,,,,,,,
261,Arizona,AZ,S,S0AZ00335 ,,Sydney ,Dudikoff,"Dudikoff, Sydney ",,W,,,,,14,0.00%,,,,,,,,,,,,,,,,,,,,
262,Arizona,AZ,S,S6AZ00191,,Ray J. ,Caplette,"Caplette, Ray J. ",,W,,,,,7,0.00%,,,,,,,,,,,,,,,,,,,,
263,Arizona,AZ,S,n/a,,,,,Total State Votes:,,"887,784",,,,"1,708,484",,,,,,,,,,,,,,,,,,,,,
264,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Arkansas,AR,1,H0AR01083,,Rick,Crawford,"Crawford, Rick",,REP,"14,461",71.79%,,,"93,224",51.79%,,,,,,,,,,,,,,,,,,,,
266,Arkansas,AR,1,H0AR01125,,Princella D.,Smith,"Smith, Princella D.",,REP,"5,682",28.21%,,,,,,,,,,,,,,,,,,,,,,,,
267,Arkansas,AR,1,n/a,,,,,Party Votes:,REP,"20,143",,,,,,,,,,,,,,,,,,,,,,,,,
268,Arkansas,AR,1,H0AR01109,,Chad,Causey,"Causey, Chad",,DEM,"25,854",26.98%,"39,402",51.47%,"78,267",43.48%,,,,,,,,,,,,,,,,,,,,
269,Arkansas,AR,1,H0AR01117,,Tim,Wooldridge,"Wooldridge, Tim",,DEM,"36,809",38.41%,"37,156",48.53%,,,,,,,,,,,,,,,,,,,,,,
270,Arkansas,AR,1,H0AR01133,,David R.,Cook,"Cook, David R.",,DEM,"14,158",14.77%,,,,,,,,,,,,,,,,,,,,,,,,
271,Arkansas,AR,1,H0AR01141,,Steve,Bryles,"Bryles, Steve",,DEM,"9,650",10.07%,,,,,,,,,,,,,,,,,,,,,,,,
272,Arkansas,AR,1,H0AR01166,,Terry G.,Green,"Green, Terry G.",,DEM,"5,094",5.32%,,,,,,,,,,,,,,,,,,,,,,,,
273,Arkansas,AR,1,H0AR01174,,Ben,Ponder,"Ponder, Ben",,DEM,"4,270",4.46%,,,,,,,,,,,,,,,,,,,,,,,,
274,Arkansas,AR,1,n/a,,,,,Party Votes:,DEM,"95,835",,"76,558",,,,,,,,,,,,,,,,,,,,,,,
275,Arkansas,AR,1,H0AR01182,,Ken,Adler,"Adler, Ken",,GRE,,,,,"8,320",4.62%,,,,,,,,,,,,,,,,,,,,
276,Arkansas,AR,1,H0AR01158,,Mickey,Higgins,"Higgins, Mickey",,W,,,,,196,0.11%,,,,,,,,,,,,,,,,,,,,
277,Arkansas,AR,1,n/a,,,Scattered,Scattered,,W,,,,,9,0.00%,,,,,,,,,,,,,,,,,,,,
278,Arkansas,AR,1,n/a,,,,,District Votes:,,"115,978",,"76,558",,"180,016",,,,,,,,,,,,,,,,,,,,,
279,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Arkansas,AR,2,H0AR02107,,Tim,Griffin,"Griffin, Tim",,REP,"24,610",61.69%,,,"122,091",57.90%,,,,,,,,,,,,,,,,,,,,
281,Arkansas,AR,2,H0AR02115,,Scott,Wallace,"Wallace, Scott",,REP,"15,285",38.31%,,,,,,,,,,,,,,,,,,,,,,,,
282,Arkansas,AR,2,n/a,,,,,Party Votes:,REP,"39,895",,,,,,,,,,,,,,,,,,,,,,,,,
283,Arkansas,AR,2,H0AR02131,,Joyce,Elliott,"Elliott, Joyce",,DEM,"30,420",39.73%,"37,021",53.76%,"80,687",38.27%,,,,,,,,,,,,,,,,,,,,
284,Arkansas,AR,2,H0AR02123,,Robbie,Wills,"Wills, Robbie",,DEM,"21,299",27.82%,"31,844",46.24%,,,,,,,,,,,,,,,,,,,,,,
285,Arkansas,AR,2,H0AR02156,,David,Boling,"Boling, David",,DEM,"14,800",19.33%,,,,,,,,,,,,,,,,,,,,,,,,
286,Arkansas,AR,2,H0AR02164,,Patrick,Kennedy,"Kennedy, Patrick",,DEM,"5,032",6.57%,,,,,,,,,,,,,,,,,,,,,,,,
287,Arkansas,AR,2,H0AR02149,,John,Adams,"Adams, John",,DEM,"5,021",6.56%,,,,,,,,,,,,,,,,,,,,,,,,
288,Arkansas,AR,2,n/a,,,,,Party Votes:,DEM,"76,572",,"68,865",,,,,,,,,,,,,,,,,,,,,,,
289,Arkansas,AR,2,H0AR02172,,Lance,Levi,"Levi, Lance",,IND,,,,,"4,421",2.10%,,,,,,,,,,,,,,,,,,,,
290,Arkansas,AR,2,H0AR02180,,Lewis,Kennedy,"Kennedy, Lewis",,GRE,,,,,"3,599",1.71%,,,,,,,,,,,,,,,,,,,,
291,Arkansas,AR,2,n/a,,,Scattered,Scattered,,W,,,,,40,0.02%,,,,,,,,,,,,,,,,,,,,
292,Arkansas,AR,2,H8AR02118,,Danial,Suits,"Suits, Danial",,W,,,,,14,0.01%,,,,,,,,,,,,,,,,,,,,
293,Arkansas,AR,2,n/a,,,,,District Votes:,,"116,467",,"68,865",,"210,852",,,,,,,,,,,,,,,,,,,,,
294,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Arkansas,AR,3,H0AR03055,,Steve,Womack,"Womack, Steve",,REP,"19,414",31.18%,"18,334",51.77%,"148,581",72.44%,,,,,,,,,,,,,,,,,,,,
296,Arkansas,AR,3,H0AR03063,,Cecile,Bledsoe,"Bledsoe, Cecile",,REP,"8,253",13.25%,"17,080",48.23%,,,,,,,,,,,,,,,,,,,,,,
297,Arkansas,AR,3,H2AR03192,,Gunner,DeLay,"DeLay, Gunner",,REP,"8,088",12.99%,,,,,,,,,,,,,,,,,,,,,,,,
298,Arkansas,AR,3,H0AR03022,,Bernie,Skoch,"Skoch, Bernie",,REP,"7,092",11.39%,,,,,,,,,,,,,,,,,,,,,,,,
299,Arkansas,AR,3,H0AR03097,,Doug,Matayo,"Matayo, Doug",,REP,"6,088",9.78%,,,,,,,,,,,,,,,,,,,,,,,,
300,Arkansas,AR,3,H0AR03048,,Kurt,Maddox,"Maddox, Kurt",,REP,"6,037",9.70%,,,,,,,,,,,,,,,,,,,,,,,,
301,Arkansas,AR,3,H0AR03071,,Mike,Moore,"Moore, Mike",,REP,"4,801",7.71%,,,,,,,,,,,,,,,,,,,,,,,,
302,Arkansas,AR,3,H0AR03089,,Steve,Lowry,"Lowry, Steve",,REP,"2,491",4.00%,,,,,,,,,,,,,,,,,,,,,,,,
303,Arkansas,AR,3,n/a,,,,,Party Votes:,REP,"62,264",,"35,414",,,,,,,,,,,,,,,,,,,,,,,
304,Arkansas,AR,3,H0AR03030,,David,Whitaker,"Whitaker, David",,DEM,Unopposed,,,,"56,542",27.56%,,,,,,,,,,,,,,,,,,,,
305,Arkansas,AR,3,n/a,,,,,District Votes:,,"62,264",,"35,414",,"205,123",,,,,,,,,,,,,,,,,,,,,
306,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Arkansas,AR,4,H0AR04038,(I),Mike,Ross,"Ross, Mike",,DEM,Unopposed,,,,"102,479",57.53%,,,,,,,,,,,,,,,,,,,,
308,Arkansas,AR,4,H0AR04079,,Beth Anne,Rankin,"Rankin, Beth Anne",,REP,"9,761",55.37%,,,"71,526",40.15%,,,,,,,,,,,,,,,,,,,,
309,Arkansas,AR,4,H0AR04061,,Glenn,Gallas,"Gallas, Glenn",,REP,"7,867",44.63%,,,,,,,,,,,,,,,,,,,,,,,,
310,Arkansas,AR,4,n/a,,,,,Party Votes:,REP,"17,628",,,,,,,,,,,,,,,,,,,,,,,,,
311,Arkansas,AR,4,H8AR04098,,Josh,Drake,"Drake, Josh",,GRE,,,,,"4,129",2.32%,,,,,,,,,,,,,,,,,,,,
312,Arkansas,AR,4,n/a,,,,,District Votes:,,"17,628",,,,"178,134",,,,,,,,,,,,,,,,,,,,,
313,Arkansas,AR,H,n/a,,,,,Total State Votes:,,"312,337",,"180,837",,"774,125",,,,,,,,,,,,,,,,,,,,,
314,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Arkansas,AR,S,S0AR00150,,John,Boozman,"Boozman, John",,REP,"75,010",52.73%,,,"451,618",57.90%,,,,,,,,,,,,,,,,,,,,
317,Arkansas,AR,S,S4AR00046,,Jim,Holt,"Holt, Jim",,REP,"24,826",17.45%,,,,,,,,,,,,,,,,,,,,,,,,
318,Arkansas,AR,S,S0AR00077,,Gilbert,Baker,"Baker, Gilbert",,REP,"16,540",11.63%,,,,,,,,,,,,,,,,,,,,,,,,
319,Arkansas,AR,S,S0AR00069,,"Conrad Colonel""""""onrad ""C""""n""",Reynolds,"Reynolds, Conrad Colonel""""""eynolds",",,REP,7","128""",5.01%,,,,,,,,,,,,,,,,,,,,,,,,,
320,Arkansas,AR,S,S0AR00036,,Curtis,Coleman,"Coleman, Curtis",,REP,"6,928",4.87%,,,,,,,,,,,,,,,,,,,,,,,,
321,Arkansas,AR,S,S0AR00085,,Kim,Hendren,"Hendren, Kim",,REP,"5,551",3.90%,,,,,,,,,,,,,,,,,,,,,,,,
322,Arkansas,AR,S,S0AR00143,,Randy,Alexander,"Alexander, Randy",,REP,"4,389",3.09%,,,,,,,,,,,,,,,,,,,,,,,,
323,Arkansas,AR,S,S0AR00044,,Fred,Ramey,"Ramey, Fred",,REP,"1,888",1.33%,,,,,,,,,,,,,,,,,,,,,,,,
324,Arkansas,AR,S,n/a,,,,,Party Votes:,REP,"142,260",,,,,,,,,,,,,,,,,,,,,,,,,
325,Arkansas,AR,S,S8AR00112,(I),Blanche Lambert,Lincoln,"Lincoln, Blanche Lambert",,DEM,"146,579",44.50%,"134,756",52.00%,"288,156",36.95%,,,,,,,,,,,,,,,,,,,,
326,Arkansas,AR,S,S0AR00168,,Bill,Halter,"Halter, Bill",,DEM,"140,081",42.53%,"124,405",48.00%,,,,,,,,,,,,,,,,,,,,,,
327,Arkansas,AR,S,S0AR00176,,DC,Morrison,"Morrison, DC",,DEM,"42,695",12.96%,,,,,,,,,,,,,,,,,,,,,,,,
328,Arkansas,AR,S,n/a,,,,,Party Votes:,DEM,"329,355",,"259,161",,,,,,,,,,,,,,,,,,,,,,,
329,Arkansas,AR,S,S0AR00135,,Trevor,Drown,"Drown, Trevor",,IND,,,,,"25,234",3.24%,,,,,,,,,,,,,,,,,,,,
330,Arkansas,AR,S,S0AR00184,,"John Laney, III",Gray,"Gray, John Laney, III",,GRE,,,,,"14,430",1.85%,,,,,,,,,,,,,,,,,,,,
331,Arkansas,AR,S,n/a,,,Scattered,Scattered,,W,,,,,376,0.05%,,,,,,,,,,,,,,,,,,,,
332,Arkansas,AR,S,S0AR00192,,"Stephan Troublemaker""""""tephan ""Troub""""ephan""",Hercher,"Hercher, Stephan Troublemaker""""""ercher"," Steph""",,W,,,,,143,0.02%,,,,,,,,,,,,,,,,,,,
333,Arkansas,AR,S,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Arkansas,AR,S,n/a,,,,,Total State Votes:,,"471,615",,"259,161",,"779,957",,,,,,,,,,,,,,,,,,,,,
335,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,California,CA,1,H8CA01109,(I),Mike,Thompson,"Thompson, Mike",,DEM,"74,695",100.00%,,,"147,307",62.79%,,,,,,,,,,,,,,,,,,,,
337,California,CA,1,n/a,,,,,Party Votes:,DEM,"74,695",,,,,,,,,,,,,,,,,,,,,,,,,
338,California,CA,1,H0CA01148,,Loren,Hanks,"Hanks, Loren",,REP,"28,115",60.46%,,,"72,803",31.03%,,,,,,,,,,,,,,,,,,,,
339,California,CA,1,H0CA01155,,Randy ,Franck,"Franck, Randy ",,REP,"18,383",39.54%,,,,,,,,,,,,,,,,,,,,,,,,
340,California,CA,1,n/a,,,,,Party Votes:,REP,"46,498",,,,,,,,,,,,,,,,,,,,,,,,,
341,California,CA,1,H8CA01182,,Carol,Wolman,"Wolman, Carol",,GRE,"1,818",100.00%,,,"8,486",3.62%,,,,,,,,,,,,,,,,,,,,
342,California,CA,1,n/a,,,,,Party Votes:,GRE,"1,818",,,,,,,,,,,,,,,,,,,,,,,,,
343,California,CA,1,H0CA01163,,Mike,Rodrigues,"Rodrigues, Mike",,LIB,657,100.00%,,,"5,996",2.56%,,,,,,,,,,,,,,,,,,,,
344,California,CA,1,n/a,,,,,Party Votes:,LIB,657,,,,,,,,,,,,,,,,,,,,,,,,,
345,California,CA,1,n/a,,,,,District Votes:,,"123,668",,,,"234,592",,,,,,,,,,,,,,,,,,,,,
346,California,CA,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,California,CA,2,H6CA02010,(I),Wally ,Herger,"Herger, Wally ",,REP,"57,272",65.26%,,,"130,837",57.15%,,,,,,,,,,,,,,,,,,,,
348,California,CA,2,H0CA02120,,Pete ,Stiglich,"Stiglich, Pete ",,REP,"30,487",34.74%,,,,,,,,,,,,,,,,,,,,,,,,
349,California,CA,2,n/a,,,,,Party Votes:,REP,"87,759",,,,,,,,,,,,,,,,,,,,,,,,,
350,California,CA,2,H0CA02138,,Jim,Reed,"Reed, Jim",,DEM,"42,334",100.00%,,,"98,092",42.85%,,,,,,,,,,,,,,,,,,,,
351,California,CA,2,n/a,,,,,Party Votes:,DEM,"42,334",,,,,,,,,,,,,,,,,,,,,,,,,
352,California,CA,2,H0CA02146 ,,Mark A.,Jensen,"Jensen, Mark A.",,W,,,,,11,0.00%,,,,,,,,,,,,,,,,,,,,
353,California,CA,2,n/a,,,,,District Votes:,,"130,093",,,,"228,940",,,,,,,,,,,,,,,,,,,,,
354,California,CA,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,California,CA,3,H6CA34112,(I),Dan,Lungren,"Lungren, Dan",,REP,"71,918",100.00%,,,"131,169",50.08%,,,,,,,,,,,,,,,,,,,,
356,California,CA,3,n/a,,,,,Party Votes:,REP,"71,918",,,,,,,,,,,,,,,,,,,,,,,,,
357,California,CA,3,H0CA03078,,Ami,Bera,"Bera, Ami",,DEM,"49,022",100.00%,,,"113,128",43.19%,,,,,,,,,,,,,,,,,,,,
358,California,CA,3,n/a,,,,,Party Votes:,DEM,"49,022",,,,,,,,,,,,,,,,,,,,,,,,,
359,California,CA,3,H0CA03102,,Jerry L.,Leidecker,"Leidecker, Jerry L.",,AIP,"1,614",100.00%,,,"6,577",2.51%,,,,,,,,,,,,,,,,,,,,
360,California,CA,3,n/a,,,,,Party Votes:,AIP,"1,614",,,,,,,,,,,,,,,,,,,,,,,,,
361,California,CA,3,H8CA03154,,Douglas Arthur,Tuma,"Tuma, Douglas Arthur",,LIB,581,100.00%,,,"6,275",2.40%,,,,,,,,,,,,,,,,,,,,
362,California,CA,3,n/a,,,,,Party Votes:,LIB,581,,,,,,,,,,,,,,,,,,,,,,,,,
363,California,CA,3,H6CA03109,,Mike,Roskey,"Roskey, Mike",,PAF,121,100.00%,,,"4,789",1.83%,,,,,,,,,,,,,,,,,,,,
364,California,CA,3,n/a,,,,,Party Votes:,PAF,121,,,,,,,,,,,,,,,,,,,,,,,,,
365,California,CA,3,n/a,,,,,District Votes:,,"123,256",,,,"261,938",,,,,,,,,,,,,,,,,,,,,
366,California,CA,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,California,CA,4,H8CA04152,(I),Tom ,McClintock,"McClintock, Tom ",,REP,"89,443",78.48%,,,"186,397",61.27%,,,,,,,,,,,,,,,,,,,,
368,California,CA,4,H0CA04142,,Michael,Babich,"Babich, Michael",,REP,"24,528",21.52%,,,,,,,,,,,,,,,,,,,,,,,,
369,California,CA,4,n/a,,,,,Party Votes:,REP,"113,971",,,,,,,,,,,,,,,,,,,,,,,,,
370,California,CA,4,H0CA04134,,Clint,Curtis,"Curtis, Clint",,DEM,"50,400",100.00%,,,"95,653",31.44%,,,,,,,,,,,,,,,,,,,,
371,California,CA,4,n/a,,,,,Party Votes:,DEM,"50,400",,,,,,,,,,,,,,,,,,,,,,,,,
372,California,CA,4,H0CA04159,,"Benjamin Ben""""""enja""",Emery,"Emery, Benjamin Ben""""""mery""",,GRE,728,100.00%,,,"22,179",7.29%,,,,,,,,,,,,,,,,,,,,
373,California,CA,4,n/a,,,,,Party Votes:,GRE,728,,,,,,,,,,,,,,,,,,,,,,,,,
374,California,CA,4,n/a,,,,,District Votes:,,"165,099",,,,"304,229",,,,,,,,,,,,,,,,,,,,,
375,California,CA,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,California,CA,5,H6CA05195,(I),Doris,Matsui,"Matsui, Doris",,DEM,"56,762",100.00%,,,"124,220",72.05%,,,,,,,,,,,,,,,,,,,,
377,California,CA,5,n/a,,,,,Party Votes:,DEM,"56,762",,,,,,,,,,,,,,,,,,,,,,,,,
378,California,CA,5,H8CA05159,,Paul A.,Smith,"Smith, Paul A.",,REP,"14,588",56.68%,,,"43,577",25.28%,,,,,,,,,,,,,,,,,,,,
