FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
S2MT00062,MT,S,Bradley S.,Johnson,"Johnson, Bradley S.",,R,"14,252",17.80%,,,,,,,,
S8MT00036,MT,S,John K. (Jack),McDonald,"McDonald, John K. (Jack)",,R,"10,116",12.63%,,,,,,,,
S2MT00070,MT,S,"Melvin H. "Skip"""elvin",Hanson,"Hanson, Melvin H. "Skip"""anson",,R,"7,536",9.41%,,,,,,,,
,MT,S,,,   ,Total Party Votes:,R,"80,073",,,,,,,,,
S2MT00088,MT,S,Stan,Jones,"Jones, Stan",,LBT,Unopposed,,,,"10,420",3.19%,,,,
S8MT00101,MT,S,Bob,Kelleher,"Kelleher, Bob",,GRN,Unopposed,,,,"7,653",2.34%,,,,
,MT,S,,,   ,Total State Votes:,,"146,786",,,,"326,537",,,,,
H0MT00033,MT,00,Denny,Rehberg,"Rehberg, Denny",,R,"83,617",100.00%,,,"214,100",64.62%,,,(I),
,MT,00,,,   ,Total Party Votes:,R,"83,617",,,,,,,,,
H4MT00035,MT,00,Steve,Kelly,"Kelly, Steve",,D,"40,441",74.28%,,,"108,233",32.67%,,,,
H2MT00013,MT,00,Robert,Candee,"Candee, Robert",,D,"14,003",25.72%,,,,,,,,
,MT,00,,,   ,Total Party Votes:,D,"54,444",,,,,,,,,
H8MT01141,MT,00,Mike,Fellows,"Fellows, Mike",,LBT,Unopposed,,,,"8,988",2.71%,,,,
,MT,,,,   ,Total State Votes:,,"138,061",,,,"331,321",,,,,
,NE,,,,   ,,,,,,,,,,,,
S6NE00087,NE,S,Chuck,Hagel,"Hagel, Chuck",,R,"141,841",100.00%,,,"397,438",82.76%,,,(I),
,NE,S,,,   ,Total Party Votes:,R,"141,841",,,,,,,,,
S6NE00087,NE,S,Chuck,Hagel,"Hagel, Chuck",,N(R),"2,319",100.00%,,,,,,,,
,NE,S,,,   ,Total Party Votes:,N(R),"2,319",,,,,,,,,
S2NE00052,NE,S,Charlie A.,Matulka,"Matulka, Charlie A.",,D,"33,360",59.29%,,,"70,290",14.64%,,,,
S0NE00056,NE,S,Al,Hamburg,"Hamburg, Al",,D,"22,904",40.71%,,,,,,,,
,NE,S,,,   ,Total Party Votes:,D,"56,264",,,,,,,,,
S2NE00052,NE,S,Charlie A.,Matulka,"Matulka, Charlie A.",,N(D),561,60.39%,,,,,,,,
S0NE00056,NE,S,Al,Hamburg,"Hamburg, Al",,N(D),368,39.61%,,,,,,,,
,NE,S,,,   ,Total Party Votes:,N(D),929,,,,,,,,,
S2NE00060,NE,S,John J.,Graziano,"Graziano, John J.",,LBT,169,100.00%,,,"7,423",1.55%,,,,
,NE,S,,,   ,Total Party Votes:,LBT,169,,,,,,,,,
S2NE00060,NE,S,John J.,Graziano,"Graziano, John J.",,N(LBT),59,100.00%,,,,,,,,
,NE,S,,,   ,Total Party Votes:,N(LBT),59,,,,,,,,,
S2NE00078,NE,S,Phil,Chase,"Chase, Phil ",,BP,,,,,"5,066",1.05%,,,,
,NE,S,,,   ,Total State Votes:,,"201,581",,,,"480,217",,,,,
H8NE01016,NE,01,Doug,Bereuter,"Bereuter, Doug",,R,"40,113",100.00%,,,"133,013",85.35%,,,(I),
,NE,01,,,   ,Total Party Votes:,R,"40,113",,,,,,,,,
H8NE01016,NE,01,Doug,Bereuter,"Bereuter, Doug",,N(R),798,100.00%,,,,,,,,
,NE,01,,,   ,Total Party Votes:,N(R),798,,,,,,,,,
H2NE01068,NE,01,Robert,Eckerson,"Eckerson, Robert",,LBT,45,100.00%,,,"22,831",14.65%,,,,
,NE,01,,,   ,Total Party Votes:,LBT,45,,,,,,,,,
H2NE01068,NE,01,Robert,Eckerson,"Eckerson, Robert",,N(LBT),38,100.00%,,,,,,,,
,NE,01,,,   ,Total Party Votes:,N(LBT),38,,,,,,,,,
,NE,01,,,   ,Total District Votes:,,"40,994",,,,"155,844",,,,,
H8NE02139,NE,02,Lee,Terry,"Terry, Lee",,R,"23,297",100.00%,,,"89,917",63.32%,,,(I),
,NE,02,,,   ,Total Party Votes:,R,"23,297",,,,,,,,,
H8NE02139,NE,02,Lee,Terry,"Terry, Lee",,N(R),896,100.00%,,,,,,,,
,NE,02,,,   ,Total Party Votes:,N(R),896,,,,,,,,,
H2NE02017,NE,02,Jim,Simon,"Simon, Jim",,D,"15,875",100.00%,,,"46,843",32.98%,,,,
,NE,02,,,   ,Total Party Votes:,D,"15,875",,,,,,,,,
H2NE02017,NE,02,Jim,Simon,"Simon, Jim",,N(D),502,100.00%,,,,,,,,
,NE,02,,,   ,Total Party Votes:,N(D),502,,,,,,,,,
,NE,02,Doug ,Paterson,"Paterson, Doug ",,GRN,,,,,"3,236",2.28%,,,,
H2NE02025,NE,02,Dave,Stock,"Stock, Dave",,LBT,68,100.00%,,,"2,018",1.42%,,,,
,NE,02,,,   ,Total Party Votes:,LBT,68,,,,,,,,,
H2NE02025,NE,02,Dave,Stock,"Stock, Dave",,N(LBT),5,,,,,,,,,
,NE,02,,,   ,Total Party Votes:,N(LBT),5,,,,,,,,,
,NE,02,,,   ,Total District Votes:,,"40,643",,,,"142,014",,,,,
H0NE03159,NE,03,Tom,Osborne,"Osborne, Tom",,R,"77,731",100.00%,,,"163,939",93.17%,,,(I),
,NE,03,,,   ,Total Party Votes:,R,"77,731",,,,,,,,,
H0NE03159,NE,03,Tom,Osborne,"Osborne, Tom",,N(R),566,100.00%,,,,,,,,
,NE,03,,,   ,Total Party Votes:,N(R),566,,,,,,,,,
H8NE03046,NE,03,Jerry,Hickman,"Hickman, Jerry",,LBT,56,100.00%,,,"12,017",6.83%,,,,
,NE,03,,,   ,Total Party Votes:,LBT,56,,,,,,,,,
H8NE03046,NE,03,Jerry,Hickman,"Hickman, Jerry",,N(LBT),17,100.00%,,,,,,,,
,NE,03,,,   ,Total Party Votes:,N(LBT),17,,,,,,,,,
,NE,03,,,   ,Total District Votes:,,"78,370",,,,"175,956",,,,,
,NE, ,,,   ,Total State Votes:,,"160,007",,,,"473,814",,,,,
,NV,,,,   ,,,,,,,,,,,,
H8NV01071,NV,01,Shelley,Berkley,"Berkley, Shelley",,D,Unopposed,,,,"64,312",53.72%,,,(I),
H2NV01124,NV,01,Lynette Maria,Boggs-McDonald,"Boggs-McDonald, Lynette Maria",,R,"16,838",78.89%,,,"51,148",42.73%,,,,
H2NV01140,NV,01,"Alfred "Bus Driver"""lfred "Bus ""fred",Ordunez,"Ordunez, Alfred "Bus Driver"""rdunez, Alf",,R,"4,506",21.11%,,,,,,,,
,NV,01,, ,    ,Total Party Votes:,R,"21,344",,,,,,,,,
H2NV01165,NV,01,"Steven "Capt.Truth"""teven "Capt""even",Dempsey,"Dempsey, Steven "Capt.Truth"""empsey, Ste",,IAP,,,,,"2,861",2.39%,,,,
H2NV01157,NV,01,W. Lane,Startin,"Startin, W. Lane",,GRN,,,,,"1,393",1.16%,,,,
,NV,01,,,   ,Total District Votes:,,"21,344",,,,"119,714",,,,,
H6NV02032,NV,02,Jim,Gibbons,"Gibbons, Jim",,R,Unopposed,,,,"149,574",74.34%,,,(I),
H2NV02197,NV,02,Travis O.,Souza,"Souza, Travis O.",,D,Unopposed,,,,"40,189",19.97%,,,,
H2NV02205,NV,02,Janine,Hansen,"Hansen, Janine",,IAP,,,,,"7,240",3.60%,,,,
H2NV02213,NV,02,Brendan,Trainor,"Trainor, Brendan",,LBT,,,,,"3,413",1.70%,,,,
H8NV02046,NV,02,"Robert "Stickerman"""obert "Stic""bert",Winquist,"Winquist, Robert "Stickerman"""inquist, Ro",,NL,,,,,784,0.39%,,,,
,NV,02,,,   ,Total District Votes:,,,,,,"201,200",,,,,
H0NV01078,NV,03,Jon,Porter,"Porter, Jon",,R,"25,446",68.62%,,,"100,378",56.08%,,,,
H2NV03039,NV,03,Barry P.,Bilbray,"Bilbray, Barry P.",,R,"6,179",16.66%,,,,,,,,
H2NV03054,NV,03,Susan,Kiger,"Kiger, Susan",,R,"3,407",9.19%,,,,,,,,
H2NV01173,NV,03,Bob,Daily,"Daily, Bob",,R,"2,052",5.53%,,,,,,,,
,NV,03,,,   ,Total Party Votes:,R,"37,084",,,,,,,,,
H2NV03013,NV,03,Dario,Herrera,"Herrera, Dario",,D,"20,773",68.80%,,,"66,659",37.24%,,,,
H2NV03047,NV,03,Mark J.,"Budetich, Jr.","Budetich, Mark J., Jr.",,D,"9,419",31.20%,,,,,,,,
,NV,03,,,   ,Total Party Votes:,D,"30,192",,,,,,,,,
H2NV03021,NV,03,Pete,O'Neil,"O'Neil, Pete",,I,,,,,"6,842",3.82%,,,,
H2NV03088,NV,03,Neil,Scott,"Scott, Neil",,LBT,,,,,"3,421",1.91%,,,,
H2NV03062,NV,03,Richard Wayne,Odell,"Odell, Richard Wayne",,IAP,,,,,"1,694",0.95%,,,,
,NV,03,,,   ,Total District Votes:,,"67,276",,,,"178,994",,,,,
,NV, ,,,   ,Total State Votes:,,"88,620",,,,"499,908",,,,,
,NH,,,,   ,,,,,,,,,,,,
S0NH00201,NH,S,John E.,Sununu,"Sununu, John E.",,R,"81,920",53.35%,,,"227,229",50.82%,,,,
S0NH00144,NH,S,""Bob"""Bob"""",Smith,"Smith, "Bob"""mith",,R/W,"68,608",44.68%,,,"2,396",0.54%,,,(I),
S2NH00173,NH,S,Kenneth Scot,Stremsky,"Stremsky, Kenneth Scot",,R,"2,694",1.75%,,,,,,,,
S0NH00219,NH,S,Jeanne,Shaheen,"Shaheen, Jeanne",,W(R),320,0.21%,,,,,,,,
,NH,S,,,   ,Total Party Votes:,R,"153,542",,,,,,,,,
S0NH00219,NH,S,Jeanne,Shaheen,"Shaheen, Jeanne",,D,"57,995",95.89%,,,"207,478",46.40%,,,,
S0NH00144,NH,S,""Bob"""Bob"""",Smith,"Smith, "Bob"""mith",,W(D),"1,087",1.80%,,,,,,,(I),
S0NH00201,NH,S,John E.,Sununu,"Sununu, John E.",,W(D),739,1.22%,,,,,,,,
,NH,S,,Scattered,Scattered ,,W(D),660,1.09%,,,,,,,,
S2NH00173,NH,S,Kenneth Scot,Stremsky,"Stremsky, Kenneth Scot",,W(D),2,0.00%,,,,,,,,
,NH,S,,,   ,Total Party Votes:,D,"60,483",,,,,,,,,
S2NH00157,NH,S,""Ken"""Ken"""",Blevens,"Blevens, "Ken"""leve",,LBT,,,,,"9,835",2.20%,,,,
,NH,S,,Scattered,Scattered ,,W,,,,,197,0.04%,,,,
,NH,S,,,   ,Total State Votes:,,"214,025",,,,"447,135",,,,,
H2NH01130,NH,01,Jeb,Bradley,"Bradley, Jeb",,R,"23,012",31.35%,,,"128,993",58.11%,,,,
H2NH01163,NH,01,John A.,Stephen,"Stephen, John A.",,R,"16,956",23.10%,,,,,,,,
H2NH01122,NH,01,Sean,Mahoney,"Mahoney, Sean",,R,"13,861",18.88%,,,,,,,,
H6NH01123,NH,01,Vivian ,Clark,"Clark, Vivian ",,R,"6,889",9.39%,,,,,,,,
H2NH01171,NH,01,Wayne,Barrows,"Barrows, Wayne",,R,"6,008",8.19%,,,,,,,,
H2NH01148,NH,01,"Francine "Fran"""ranci",Wendelboe,"Wendelboe, Francine "Fran"""endel",,R,"4,947",6.74%,,,,,,,,
H2NH01155,NH,01,Gary Scott,Hoffman,"Hoffman, Gary Scott",,R,"1,101",1.50%,,,,,,,,
H0NH01183,NH,01,""Bob"""Bob"""",Bevill,"Bevill, "Bob"""evil",,R,547,0.75%,,,,,,,,
H0NH01175,NH,01,Martha Fuller,Clark,"Clark, Martha Fuller",,W(R),79,0.11%,,,,,,,,
H2NH01189,NH,01,Sean Patrick,Dean,"Dean, Sean Patrick",,W(R),1,0.00%,,,,,,,,
,NH,01,,,   ,Total Party Votes:,R,"73,401",,,,,,,,,
H0NH01175,NH,01,Martha Fuller,Clark,"Clark, Martha Fuller",,D,"26,317",83.91%,,,"85,426",38.48%,,,,
H2NH01189,NH,01,Sean Patrick,Dean,"Dean, Sean Patrick",,D,"4,717",15.04%,,,,,,,,
H2NH01163,NH,01,John A.,Stephen,"Stephen, John A.",,W(D),160,0.51%,,,,,,,,
H2NH01130,NH,01,Jeb,Bradley,"Bradley, Jeb",,W(D),64,0.20%,,,,,,,,
H2NH01122,NH,01,Sean,Mahoney,"Mahoney, Sean",,W(D),52,0.17%,,,,,,,,
H2NH01171,NH,01,Wayne,Barrows,"Barrows, Wayne",,W(D),23,0.07%,,,,,,,,
H2NH01148,NH,01,"Francine "Fran"""ranci",Wendelboe,"Wendelboe, Francine "Fran"""endel",,W(D),18,0.06%,,,,,,,,
H6NH01123,NH,01,Vivian ,Clark,"Clark, Vivian ",,W(D),10,0.03%,,,,,,,,
H2NH01155,NH,01,Gary Scott,Hoffman,"Hoffman, Gary Scott",,W(D),3,0.01%,,,,,,,,
,NH,01,,,   ,Total Party Votes:,D,"31,364",,,,,,,,,
H0NH01191,NH,01,""Dan"""Dan"""",Belforti,"Belforti, "Dan"""elfo",,LBT,,,,,"7,387",3.33%,,,,
,NH,01,,Scattered,Scattered ,,W,,,,,181,0.08%,,,,
,NH,01,,,   ,Total District Votes:,,"104,765",,,,"221,987",,,,,
H0NH02017,NH,02,Charles,Bass,"Bass, Charles",,R,"61,473",86.38%,,,"125,804",56.81%,,,(I),
H2NH02138,NH,02,Eugene,Douglass,"Douglass, Eugene",,R,"9,486",13.33%,,,,,,,,
,NH,02,,Scattered,Scattered ,,W(R),131,0.18%,,,,,,,,
H2NH02146,NH,02,Katrina,Swett,"Swett, Katrina",,W(R),74,0.10%,,,,,,,,
,NH,02,,,   ,Total Party Votes:,R,"71,164",,,,,,,,,
H2NH02146,NH,02,Katrina,Swett,"Swett, Katrina",,D,"24,997",78.03%,,,"90,479",40.86%,,,,
H0NH02140,NH,02,"Norman H. "NH"""orm",Jackman,"Jackman, Norman H. "NH"""ack",,D,"6,700",20.92%,,,,,,,,
,NH,02,,Scattered,Scattered ,,W(D),208,0.65%,,,,,,,,
H0NH02017,NH,02,Charles,Bass,"Bass, Charles",,W(D),122,0.38%,,,,,,,(I),
H2NH02138,NH,02,Eugene,Douglass,"Douglass, Eugene",,W(D),7,0.02%,,,,,,,,
,NH,02,,,   ,Total Party Votes:,D,"32,034",,,,,,,,,
H2NH02153,NH,02,Rosalie T.,Babiarz,"Babiarz, Rosalie T.",,LBT,,,,,"5,051",2.28%,,,,
,NH,02,,Scattered,Scattered ,,W,,,,,122,0.06%,,,,
,NH,02,,,   ,Total District Votes:,,"103,198",,,,"221,456",,,,,
,NH, ,,,   ,Total State Votes:,,"207,963",,,,"443,443",,,,,
,NJ,,,,   ,,, ,,,,,,,,,
S2NJ00080,NJ,S,Frank R.,Lautenberg,"Lautenberg, Frank R.",,D,,,,,"1,138,193",53.88%,,,,12
S6NJ00172,NJ,S,Robert G.,Torricelli,"Torricelli, Robert G.",,D,"181,468",100.00%,,,,,,,(I),
,NJ,S,,,   ,Total Party Votes:,D,"181,468",,,,,,,,,
S2NJ00239,NJ,S,Douglas R.,Forrester,"Forrester, Douglas R.",,R,"97,275",44.56%,,,"928,439",43.95%,,,,
S2NJ00247,NJ,S,Diane,Allen,"Allen, Diane",,R,"80,476",36.86%,,,,,,,,
S2NJ00288,NJ,S,John J.,Matheussen,"Matheussen, John J.",,R,"40,549",18.57%,,,,,,,,
,NJ,S,,,   ,Total Party Votes:,R,"218,300",,,,,,,,,
S2NJ00270,NJ,S,Ted,Glick,"Glick, Ted",,I (GRN),,,,,"24,308",1.15%,,,,
S2NJ00304,NJ,S,Elizabeth ,Macron,"Macron, Elizabeth ",,I (LBT),,,,,"12,558",0.59%,,,,
S2NJ00312,NJ,S,Norman E.,Wahner,"Wahner, Norman E.",,I (NJC),,,,,"6,404",0.30%,,,,
S0NJ00100,NJ,S,Gregory,Pason,"Pason, Gregory",,I (SOC),,,,,"2,702",0.13%,,,,
,NJ,S,,,   ,Total State Votes:,,"399,768",,,,"2,112,604",,,,,
H0NJ01066,NJ,01,Robert E.,Andrews,"Andrews, Robert E.",,D,"18,362",,,,"121,846",92.74%,,,(I),
,NJ,01,,,   ,Total Party Votes:,D,"18,362",,,,,,,,,
H2NJ01088,NJ,01,Timothy,Haas,"Haas, Timothy",,I (LBT),,,,,"9,543",7.26%,,,,
,NJ,01,,,   ,Total District Votes:,,"18,362",,,,"131,389",,,,,
H2NJ02037,NJ,02,Frank A.,LoBiondo,"LoBiondo, Frank A.",,R,"25,335",100.00%,,,"116,834",69.21%,,,(I),
,NJ,02,,,   ,Total Party Votes:,R,"25,335",,,,,,,,,
H2NJ02094,NJ,02,Steven A.,Farkas,"Farkas, Steven A.",,D,"9,182",100.00%,,,"47,735",28.28%,,,,
,NJ,02,,,   ,Total Party Votes:,D,"9,182",,,,,,,,,
H2NJ02110,NJ,02,Roger,Merle,"Merle, Roger",,I (GRN),,,,,"1,739",1.03%,,,,
H2NJ02102,NJ,02,Michael J.,"Matthews, Jr.","Matthews, Michael J., Jr.",,I (LBT),,,,,"1,720",1.02%,,,,
H0NJ02098,NJ,02,Constantino,Rozzo,"Rozzo, Constantino",,I (SOC),,,,,771,0.46%,,,,
,NJ,02,,,   ,Total District Votes:,,"34,517",,,,"168,799",,,,,
H4NJ13022,NJ,03,Jim,Saxton,"Saxton, Jim",,R,"24,884",100.00%,,,"123,375",65.02%,,,(I),
,NJ,03,,,   ,Total Party Votes:,R,"24,884",,,,,,,,,
H2NJ03159,NJ,03,Richard,Strada,"Strada, Richard",,D,"10,431",100.00%,,,"64,364",33.92%,,,,
,NJ,03,,,   ,Total Party Votes:,D,"10,431",,,,,,,,,
H2NJ03175,NJ,03,Raymond ,Byrne,"Byrne, Raymond ",,I (LBT),,,,,"1,335",0.70%,,,,
H6NJ03119,NJ,03,Ken ,Feduniewicz,"Feduniewicz, Ken ",,I (AF),,,,,665,0.35%,,,,
,NJ,03,,,   ,Total District Votes:,,"35,315",,,,"189,739",,,,,
H8NJ04014,NJ,04,Christopher H.,Smith,"Smith, Christopher H.",,R,"19,667",100.00%,,,"115,293",66.15%,,,(I),
,NJ,04,,,   ,Total Party Votes:,R,"19,667", ,,,,,,,,
H2NJ04116,NJ,04,Mary,Brennan,"Brennan, Mary",,D,"8,589",100.00%,,,"55,967",32.11%,,,,
,NJ,04,,,   ,Total Party Votes:,D,"8,589",,,,,,,,,
H6NJ06153,NJ,04,Keith ,Quarles,"Quarles, Keith ",,I (LBT),,,,,"1,211",0.69%,,,,
H2NJ04132,NJ,04,Hermann,Winkelmann,"Winkelmann, Hermann",,I (HHD),,,,,"1,063",0.61%,,,,
H2NJ04124,NJ,04,Don ,Graham,"Graham, Don ",,I (NJC),,,,,767,0.44%,,,,
,NJ,04,,,   ,Total District Votes:,,"28,256",,,,"174,301",,,,,
H8NJ05052,NJ,05,Scott,Garrett,"Garrett, Scott",,R,"16,234",44.99%,,,"118,881",59.48%,,,,
H2NJ05188,NJ,05,David C.,Russo,"Russo, David C.",,R,"9,299",25.77%,,,,,,,,
H2NJ05196,NJ,05,Gerald,Cardinale,"Cardinale, Gerald",,R,"9,109",25.25%,,,,,,,,
H2NJ05238,NJ,05,Akram Yosri,Abdelrahman,"Abdelrahman, Akram Yosri",,R,773,2.14%,,,,,,,,
H2NJ05220,NJ,05,Brian,Fox,"Fox, Brian",,R,665,1.84%,,,,,,,,
,NJ,05,,,   ,Total Party Votes:,R,"36,080",,,,,,,,,
H2NJ05246,NJ,05,Anne,Sumers,"Sumers, Anne",,D,"6,365",100.00%,,,"76,504",38.28%,,,,
,NJ,05,,,   ,Total Party Votes:,D,"6,365",,,,,,,,,
H2NJ05261,NJ,05,Michael J.,Cino,"Cino, Michael J.",,I (LTI),,,,,"4,466",2.23%,,,,
,NJ,05,,,   ,Total District Votes:,,"42,445",,,,"199,851",,,,,
H8NJ03073,NJ,06,Frank,"Pallone, Jr.","Pallone, Frank, Jr.",,D,"11,005",100.00%,,,"91,379",66.46%,,,(I),
,NJ,06,,,   ,Total Party Votes:,D,"11,005",,,,,,,,,
H2NJ06145,NJ,06,Ric,Medrow,"Medrow, Ric",,R,"6,505",100.00%,,,"42,479",30.89%,,,,
,NJ,06,,,   ,Total Party Votes:,R,"6,505",,,,,,,,,
H2NJ06178,NJ,06,Richard D.,Strong,"Strong, Richard D.",,I (GRN),,,,,"1,819",1.32%,,,,
H2NJ06152,NJ,06,Barry ,Allen,"Allen, Barry ",,I (LBT),,,,,"1,206",0.88%,,,,
H2NJ06160,NJ,06,Mac Dara Francis X.,Lyden,"Lyden, Mac Dara Francis X.",,I (HRA),,,,,612,0.45%,,,,
,NJ,06,,,   ,Total District Votes:,,"17,510",,,,"137,495",,,,,
H8NJ06118,NJ,07,Mike,Ferguson,"Ferguson, Mike",,R,"20,244",100.00%,,,"106,055",57.95%,,,(I),
,NJ,07,,,   ,Total Party Votes:,R,"20,244",,,,,,,,,
H2NJ07143,NJ,07,Tim,Carden,"Carden, Tim",,D,"6,217",90.67%,,,"74,879",40.92%,,,,
H2NJ07127,NJ,07,Tyrone Cass,Ross,"Ross, Tyrone Cass",,D,640,9.33%,,,,,,,,
,NJ,07,,,   ,Total Party Votes:,D,"6,857",,,,,,,,,
H8NJ07082,NJ,07,Darren ,Young,"Young, Darren ",,I (LBT),,,,,"2,068",1.13%,,,,
,NJ,07,,,   ,Total District Votes:,,"27,101",,,,"183,002",,,,,
H6NJ08118,NJ,08,Bill,"Pascrell, Jr.","Pascrell, Bill, Jr.",,D,"10,462",100.00%,,,"88,101",66.83%,,,(I),
,NJ,08,,,   ,Total Party Votes:,D,"10,462",,,,,,,,,
H2NJ08190,NJ,08,Jared,Silverman,"Silverman, Jared",,R,"6,437",100.00%,,,"40,318",30.59%,,,,
,NJ,08,,,   ,Total Party Votes:,R,"6,437",,,,,,,,,
H0NJ08095,NJ,08,Joseph A.,Fortunato,"Fortunato, Joseph A.",,I (GRN),,,,,"3,400",2.58%,,,,
,NJ,08,,,   ,Total District Votes:,,"16,899",,,,"131,819",,,,,
H6NJ09165,NJ,09,Steven R.,Rothman,"Rothman, Steven R.",,D,"16,362",100.00%,,,"97,108",69.76%,,,(I),
,NJ,09,,,   ,Total Party Votes:,D,"16,362",,,,,,,,,
H2NJ09099,NJ,09,Joseph,Glass,"Glass, Joseph",,R,"7,336",100.00%,,,"42,088",30.24%,,,,
,NJ,09,,,   ,Total Party Votes:,R,"7,336",,,,,,,,,
,NJ,09,,,   ,Total District Votes:,,"23,698",,,,"139,196",,,,,
H0NJ10026,NJ,10,Donald M.,Payne,"Payne, Donald M.",,D,"33,851",84.10%,,,"86,433",84.45%,,,(I),
H8NJ14070,NJ,10,Edward A.,Allen,"Allen, Edward A.",,D,"3,583",8.90%,,,,,,,,
H2NJ10113,NJ,10,Edmund,Proctor,"Proctor, Edmund",,D,"2,818",7.00%,,,,,,,,
,NJ,10,,,   ,Total Party Votes:,D,"40,252",,,,,,,,,
H2NJ10121,NJ,10,Andrew,Wirtz,"Wirtz, Andrew",,R,"2,005",100.00%,,,"15,913",15.55%,,,,
,NJ,10,,,   ,Total Party Votes:,R,"2,005",,,,,,,,,
,NJ,10,,,   ,Total District Votes:,,"42,257",,,,"102,346",,,,,
H2NJ05014,NJ,11,Rodney P.,Frelinghuysen,"Frelinghuysen, Rodney P.",,R,"29,691",100.00%,,,"132,938",72.38%,,,(I),
,NJ,11,,,   ,Total Party Votes:,R,"29,691",,,,,,,,,
H2NJ11095,NJ,11,Vij,Pawar,"Pawar, Vij",,D,"6,462",100.00%,,,"48,477",26.39%,,,,
,NJ,11,,,   ,Total Party Votes:,D,"6,462",,,,,,,,,
H8NJ11035,NJ,11,Richard S.,Roth,"Roth, Richard S.",,I (LBT),,,,,"2,263",1.23%,,,,
,NJ,11,,,   ,Total District Votes:,,"36,153",,,,"183,678",,,,,
H6NJ12144,NJ,12,Rush,Holt,"Holt, Rush",,D,"9,618",,,,"104,806",61.04%,,,(I),
,NJ,12,,,   ,Total Party Votes:,D,"9,618",,,,,,,,,
H2NJ12085,NJ,12,"DeForest "Buster"""eForest",Soaries,"Soaries, DeForest "Buster"""oaries,",,R,"9,596",,,,"62,938",36.65%,,,,
H2NJ12093,NJ,12,Deborah,Jones,"Jones, Deborah",,R,"2,306",,,,,,,,,
,NJ,12,,,   ,Total Party Votes:,R,"11,902",,,,,,,,,
H2NJ12044,NJ,12,Carl J.,Mayer,"Mayer, Carl J.",,I (GRN),,,,,"1,871",1.09%,,,,
H2NJ12101,NJ,12,Thomas D.,Abrams,"Abrams, Thomas D.",,I (LBT),,,,,"1,259",0.73%,,,,
H6NJ06138,NJ,12,Karen Anne ,Zaletel,"Zaletel, Karen Anne ",,I (NJC),,,,,839,0.49%,,,,
,NJ,12,,,   ,Total District Votes:,,"21,520",,,,"171,713",,,,,
H2NJ13075,NJ,13,Robert,Menendez,"Menendez, Robert",,D,"37,357",100.00%,,,"72,605",78.30%,,,(I),
,NJ,13,,,   ,Total Party Votes:,D,"37,357",,,,,,,,,
H2NJ13117,NJ,13,James,Geron,"Geron, James",,R,"3,420",100.00%,,,"16,852",18.17%,,,,
,NJ,13,,,   ,Total Party Votes:,R,"3,420",,,,,,,,,
H2NJ13125,NJ,13,Pat Henry,Faulkner,"Faulkner, Pat Henry",,I (GRN),,,,,"1,195",1.29%,,,,
H2NJ13133,NJ,13,Esmat ,Zaklama,"Zaklama, Esmat ",,"I (AM,AC)",,,,,774,0.83%,,,,
H6NJ13134,NJ,13,Dick ,Hester,"Hester, Dick ",,I (PLC),,,,,732,0.79%,,,,
H6NJ09058,NJ,13,Herbert H.,Shaw,"Shaw, Herbert H.",,I (PC),,,,,573,0.62%,,,,
,NJ,13,,,   ,Total District Votes:,,"40,777",,,,"92,731",,,,,
,NJ, ,,,   ,Total State Votes:,,"384,810",,,,"2,006,059",,,,,
,NM,,,,   ,,, ,,,,,,,,,
S8NM00010,NM,S,Pete V.,Domenici,"Domenici, Pete V.",,R,"91,898",99.93%,,,"314,301",65.03%,,,(I),
S8NM00051,NM,S,Orlin G.,Cole,"Cole, Orlin G.",,W(R),62,0.07%,,,,,,,,
,NM,S,,,   ,Total Party Votes:,R,"91,960",,,,,,,,,
S2NM00047,NM,S,Gloria,Tristani,"Tristani, Gloria",,D,"109,084",77.71%,,,"169,039",34.97%,,,,
S4NM00084,NM,S,Francesca,Lobato,"Lobato, Francesca",,D,"31,225",22.24%,,,,,,,,
,NM,S,Don E.,Durham,"Durham, Don E.",,W(D),73,0.05%,,,,,,,,
,NM,S,,,   ,Total Party Votes:,D,"140,382",,,,,,,,,
,NM,S,,,   ,Total State Votes:,,"232,342",,,,"483,340",,,,,
H8NM01174,NM,01,Heather A.,Wilson,"Wilson, Heather A.",,R,"30,429",100.00%,,,"95,711",55.34%,,,(I),
,NM,01,,,   ,Total Party Votes:,R,"30,429",,,,,,,,,
H2NM01086,NM,01,Richard M.,Romero,"Romero, Richard M.",,D,"34,155",100.00%,,,"77,234",44.66%,,,,
,NM,01,,,   ,Total Party Votes:,D,"34,155",,,,,,,,,
,NM,01,,,   ,Total District Votes:,,"64,584",,,,"172,945",,,,,
H2NM02126,NM,02,Steve,Pearce,"Pearce, Steve",,R,"12,317",35.04%,,,"79,631",56.23%,,,,
H2NM02134,NM,02,Edward R.,Tinsley,"Tinsley, Edward R.",,R,"9,587",27.27%,,,,,,,,
H2NM02084,NM,02,Phelps,Anderson,"Anderson, Phelps",,R,"8,432",23.99%,,,,,,,,
